gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,pooled_rho,sign_consistent,meta_p_adj,neg_log10_adj_pval,trend
ZBTB7A,0.4886056067562483,0.07040947938617599,99,0.5460886193158069,healthy,aging,perez_sle,MONO,0.6010082144258381,0.007472052778418226,True,0.6313343169886098,0.19974060339603109,Increase in aging
ZBTB7C,0.000257585823049738,0.3595069051923782,99,0.001088856653055324,healthy,aging,perez_sle,MONO,0.008367000504854843,0.06810256121819222,False,0.01419291196749451,1.8479284909645934,Increase in aging
ZEB2,6.638591321923303e-05,-0.38986520488282816,99,0.0006306661755827138,healthy,aging,perez_sle,MONO,4.719157398917467e-06,-0.16539197712843728,True,5.398590866098173e-05,4.267719584425163,Decrease in aging
ZFX,0.0011991452205958445,-0.3209583458599835,99,0.003142587474664972,healthy,aging,perez_sle,MONO,8.602701074313872e-06,-0.12932046364730995,True,7.039303143037401e-05,4.152470331783036,Decrease in aging
ZHX1,0.839066342124887,0.02067145274745555,99,0.8656431040926436,healthy,aging,perez_sle,MONO,0.34010055695447794,-0.02748847506799872,True,0.37991720752475827,0.42031103557450444,Decrease in aging
ZNF143,0.040300867436920344,0.2064939332933035,99,0.057072035873402725,healthy,aging,perez_sle,MONO,0.08351842601648317,0.01858491207261964,False,0.10928982604442655,0.961420265300255,Increase in aging
ZNF148,0.007299836036410735,-0.2680864399018814,99,0.01331490093041318,healthy,aging,perez_sle,MONO,0.0015791030106654766,-0.10936522168280695,True,0.003545241072964649,2.45035422787201,Decrease in aging
ZNF207,0.010541381508880796,-0.2559958198100179,99,0.017936081970334486,healthy,aging,perez_sle,MONO,4.5605070331604894e-05,-0.09772467644427758,False,0.00019463207231825122,3.7107855932395646,Decrease in aging
ZNF217,0.1505345280941376,0.14556674143105075,99,0.188581716513535,healthy,aging,perez_sle,MONO,0.3598124713650032,0.05166145531991334,True,0.39199143018345917,0.40672342753239493,Increase in aging
ZNF24,0.1232072777285641,0.15595266131790625,99,0.15693440962074087,healthy,aging,perez_sle,MONO,0.4347950131339122,0.026915694083168226,True,0.46527129910124254,0.33229373669174317,Increase in aging
ZNF264,0.014669282071756534,0.24464144359165257,99,0.02372054122241482,healthy,aging,perez_sle,MONO,0.0050419671122569724,0.031118030587581082,False,0.009163575148467037,2.037935054244051,Increase in aging
ZNF274,0.46206616633789943,0.07476134845487697,99,0.5267554296252054,healthy,aging,perez_sle,MONO,0.009015517101077864,-0.04281489015136003,False,0.01518053982460905,1.8187127845221969,Decrease in aging
ZNF281,1.1537034651799488e-05,-0.4251235742392542,99,0.0005595414886292245,healthy,aging,perez_sle,MONO,1.6595211229940707e-07,-0.13774913850131287,False,1.8127678898583083e-05,4.74165780021063,Decrease in aging
ZNF296,0.00020486728798879518,0.3648486420106633,99,0.001037994259143229,healthy,aging,perez_sle,MONO,0.005478937565518918,0.11365963822128797,True,0.009651359250029478,2.0154115184472063,Increase in aging
ZNF331,0.0009033292062159915,-0.3284411003877492,99,0.0025427044323116797,healthy,aging,perez_sle,MONO,4.589577251172736e-05,-0.12408190873769266,True,0.00019463207231825122,3.7107855932395646,Decrease in aging
ZNF394,0.3129242743561999,0.10245287123463243,99,0.3696721997575833,healthy,aging,perez_sle,MONO,0.05847626291906191,-0.023694587005769412,False,0.08066906149677817,1.0932929956062043,Decrease in aging
ZNF395,0.00015668412986196898,-0.37098744227408764,99,0.0008930995402132232,healthy,aging,perez_sle,MONO,1.5062420311895086e-05,-0.028982391324970914,False,0.00010144983092423454,3.993748672422978,Decrease in aging
ZNF451,0.0055506415772415725,-0.2767665239373538,99,0.01054621899675899,healthy,aging,perez_sle,MONO,0.0041623864419642565,-0.09386386926330802,True,0.007813004059096842,2.1071819500609723,Decrease in aging
ZNF503,0.1215535666707421,-0.1566356776130998,99,0.15569782697151235,healthy,aging,perez_sle,MONO,0.0054210592715253575,-0.039192980455342225,False,0.00962343079983959,2.016670072264143,Decrease in aging
ZNF511,0.012782669791512692,0.2494303456745546,99,0.020817490803320668,healthy,aging,perez_sle,MONO,0.13901063102038927,0.07328999579706182,True,0.17114749733155452,0.7666294471135574,Increase in aging
ZNF580,0.0030164379765746973,0.2951766502116065,99,0.006475057450968554,healthy,aging,perez_sle,MONO,0.06975291409311338,0.0711431974982485,True,0.09396127839601744,1.0270510830336492,Increase in aging
ZNF592,0.010653129647340921,-0.2556407961619297,99,0.01799195229328689,healthy,aging,perez_sle,MONO,0.00026623115976108107,-0.11824717333249313,True,0.0007917783842245138,3.101396358785073,Decrease in aging
ZNF644,0.00015317523241979402,-0.37150042609632855,99,0.0008930995402132232,healthy,aging,perez_sle,MONO,4.482995283370911e-07,-0.16919188912056327,True,1.8127678898583083e-05,4.74165780021063,Decrease in aging
ZNF7,0.412950917931982,-0.08319746097961642,99,0.47551923883076713,healthy,aging,perez_sle,MONO,0.23270736344279128,-0.055326878298242586,True,0.27469065066185155,0.5611561219229605,Decrease in aging
ZNF703,0.0003061305694602001,0.35541659227537964,99,0.001169405482148043,healthy,aging,perez_sle,MONO,0.013748490551764192,0.0986785774823758,True,0.02186391900245833,1.6602719902090362,Increase in aging
ZNF710,0.22653454691477154,-0.12264078444516487,99,0.278533199641468,healthy,aging,perez_sle,MONO,0.13809762434615144,-0.06517815982220973,True,0.17094246473118205,0.7671500384637241,Decrease in aging
ZNF76,0.025859331458466476,0.22394596166241565,99,0.0390458779637772,healthy,aging,perez_sle,MONO,0.016997135464736343,0.01800020977022225,False,0.026299621766382588,1.5800504973640106,Increase in aging
ZNF800,0.7969188949760274,0.02619150902424007,99,0.8258977638842466,healthy,aging,perez_sle,MONO,0.06093537512674199,-0.04576656140042924,True,0.0835580892456522,1.0780114997539294,Decrease in aging
ZNF830,0.18408021875392494,0.13459987170693755,99,0.22809940149942876,healthy,aging,perez_sle,MONO,0.07859252538040905,0.06022418678893341,True,0.10403288041684204,0.9828293767902584,Increase in aging
ZSCAN16,0.000659323183070552,0.33654339113284126,99,0.002087856746390081,healthy,aging,perez_sle,MONO,0.009936701121666143,0.08215382695355115,False,0.016138330190507425,1.7921414031061595,Increase in aging
AHR,0.11478535046141687,-0.056046868236583024,793,0.4779244591938993,healthy,aging,onek1k,MONO,5.186419172670734e-06,-0.16327127046917944,True,5.398590866098173e-05,4.267719584425163,Decrease in aging
AKNA,0.04772467394988423,-0.07032904960400388,793,0.22303980274537732,healthy,aging,onek1k,MONO,1.8148182884835148e-05,-0.14897415801148842,True,0.00011232253731424998,3.949533094591662,Decrease in aging
ARID3A,0.9280504249017146,-0.0032116331873996056,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.46873824859718616,0.023973362158561537,False,0.4992607392035146,0.3016725845911316,Increase in aging
ARID5A,0.09554848327915977,0.0592322798710363,793,0.41284155982882237,healthy,aging,onek1k,MONO,0.0006936580256979099,-0.01964804055750377,False,0.0017649743098313488,2.753261611624421,Decrease in aging
ASCL2,0.04317802344721567,0.07182329782685387,793,0.22303980274537732,healthy,aging,onek1k,MONO,0.02414874458592122,0.09385383578359997,True,0.0354491186549741,1.4503945578868256,Increase in aging
ASH1L,0.006571977772284597,-0.09643860063467835,793,0.07198044862293014,healthy,aging,onek1k,MONO,3.5044855163334176e-06,-0.15294543848188671,True,4.458484351335292e-05,4.350812753333132,Decrease in aging
ATF1,0.8546854208466975,0.006513822708860655,793,0.9547461530433841,healthy,aging,onek1k,MONO,0.05401605580413641,0.05301720110121271,False,0.0758875876021303,1.1198292527834672,Increase in aging
ATF3,0.7042804033426183,0.01349885112810722,793,0.9167933318050803,healthy,aging,onek1k,MONO,1.5637600001939608e-05,-0.12803278698354847,True,0.00010231458286983344,3.99006246200105,Decrease in aging
ATF4,0.5242452529573431,0.02264679283768484,793,0.8959116636360566,healthy,aging,onek1k,MONO,1.5679386053962096e-07,-0.1356378647496021,False,1.8127678898583083e-05,4.74165780021063,Decrease in aging
ATF5,0.015773516510336347,0.08570512356525525,793,0.13378278818026013,healthy,aging,onek1k,MONO,0.0183369379558509,0.0016129561528033937,False,0.027808998621787127,1.5558146494264595,Increase in aging
ATF6,0.08910350333712923,-0.06041409343285019,793,0.3923981204654345,healthy,aging,onek1k,MONO,2.8311040850349386e-05,-0.13728275567826143,True,0.00014407174121622244,3.841421195017946,Decrease in aging
ATF7,0.5840075362536102,-0.01947260224378171,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.4073925790912623,-0.029671997689450457,True,0.4390647004779666,0.35747147750248004,Decrease in aging
BACH1,0.01725259391277386,-0.08454365738291388,793,0.14110157164375764,healthy,aging,onek1k,MONO,1.9516933906790924e-06,-0.16597312664059716,True,3.31813768697239e-05,4.479105596777094,Decrease in aging
BATF3,0.5353599652940698,-0.022043432088061053,793,0.8983502227264735,healthy,aging,onek1k,MONO,0.0025510951902707243,0.11057549812234768,True,0.005310916350654508,2.274830538862402,Increase in aging
BCL11A,0.3413314372883461,0.03383379450766751,793,0.7867557475847826,healthy,aging,onek1k,MONO,0.204228326361397,0.018757524601260386,False,0.2448601399830362,0.6110819065630773,Increase in aging
BCL11B,0.9072488773766404,0.004143887240379472,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.0019937913172492147,-0.09029564539871826,False,0.004267086090187572,2.369868594985487,Decrease in aging
BCL6,0.6533487205549454,0.015972718822701563,793,0.9137115445237979,healthy,aging,onek1k,MONO,7.221634696343932e-05,-0.13443324176337307,True,0.0002711072697479935,3.5668588366463396,Decrease in aging
BHLHE40,0.4694236346519105,0.025725625353683574,793,0.8365985039200292,healthy,aging,onek1k,MONO,1.4937121227459411e-05,-0.11879971893166787,False,0.00010144983092423454,3.993748672422978,Decrease in aging
CDC5L,0.0179720639728901,0.08400992504599757,793,0.1419173327514425,healthy,aging,onek1k,MONO,0.010594277201790432,0.07597373818045852,True,0.017085137177535275,1.7673815298761963,Increase in aging
CEBPA,0.5839282976489879,0.01947670463211861,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.018174360386853418,0.10113462245723062,True,0.02774619019059622,1.5567966411103322,Increase in aging
CEBPB,0.2598321562113679,0.04006054242605738,793,0.7493766679646284,healthy,aging,onek1k,MONO,0.0023867015937549213,0.10734093259425612,True,0.005014262981375018,2.299792892482916,Increase in aging
CEBPD,0.14900726896001543,0.05129127293036491,793,0.5207094215514155,healthy,aging,onek1k,MONO,0.6889688476730605,0.010426734231615081,True,0.7012171827428039,0.15414745042343184,Increase in aging
CEBPZ,0.12661680719214743,0.05429159192520862,793,0.4914448957118943,healthy,aging,onek1k,MONO,0.3562291150022518,0.03502178737116067,True,0.3903180255287831,0.40858139182170494,Increase in aging
CREB1,0.0006354467961589424,-0.12105086382265778,793,0.019522752368558716,healthy,aging,onek1k,MONO,2.7488738943146213e-05,-0.1136849929520682,True,0.00014306639131773824,3.844462377278279,Decrease in aging
CREB3,0.6488417967823261,0.01619521230216711,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.12567510040776114,0.0288052609192846,False,0.1580700882833829,0.8011503041506104,Increase in aging
CREB5,0.9408335756488089,0.002639867497403336,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.34476737932507157,-0.06191250308671616,True,0.3832608245895213,0.4165055703467499,Decrease in aging
CREM,0.886916606169625,-0.005057860144985168,793,0.9764610712155967,healthy,aging,onek1k,MONO,0.00045655510091024184,-0.12092963303097812,True,0.0012300131542170045,2.9100902440294547,Decrease in aging
CTCF,0.396714220582008,-0.030136454427965875,793,0.8214273820485927,healthy,aging,onek1k,MONO,0.07741947236124136,0.024483959241650123,False,0.10307592541118762,0.986842757432079,Increase in aging
CUX1,0.43289300727564317,-0.027888134754408773,793,0.8365985039200292,healthy,aging,onek1k,MONO,0.6168199765327749,0.03340627397557232,True,0.6429618647398446,0.19181478512274713,Increase in aging
DDIT3,0.7222895785354884,0.012640076345726725,793,0.9344876468058013,healthy,aging,onek1k,MONO,0.0027099816577693787,-0.03859292851743094,False,0.005550629631086353,2.255657750247264,Decrease in aging
DNMT1,0.16545657284544302,0.04929990602694732,793,0.5598471612394275,healthy,aging,onek1k,MONO,0.3555297495112647,0.026293864237191163,True,0.3903180255287831,0.40858139182170494,Increase in aging
DR1,0.31359222552651267,0.035829969535772825,793,0.7736834517421963,healthy,aging,onek1k,MONO,0.13164772798851473,0.07809461227006453,True,0.16384418320309715,0.7855689723325017,Increase in aging
DRAP1,0.9586680307228955,0.0018432704463660883,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.0013611740084113555,0.12448129218742994,True,0.0031485742214767717,2.5018860645985797,Increase in aging
E2F1,0.3125729454252217,-0.035905471500148695,793,0.7736834517421963,healthy,aging,onek1k,MONO,0.009542456179021603,0.02662255009454357,False,0.01566586612893636,1.805045588996823,Increase in aging
E2F4,0.8190441457993235,0.008136723278220048,793,0.9528964580257869,healthy,aging,onek1k,MONO,0.21405530305231898,0.06509643845418356,True,0.25398271709316605,0.5951958350589658,Increase in aging
EEA1,0.29600767613102813,0.037156009588859285,793,0.7736834517421963,healthy,aging,onek1k,MONO,0.24183071293173186,0.06756243711597779,True,0.2811128591947543,0.5511192876206307,Increase in aging
EGR1,0.998177059425663,-8.126094087419246e-05,793,0.998177059425663,healthy,aging,onek1k,MONO,0.0010557805801124798,-0.12736605289495884,True,0.00249833149778565,2.6023499366154934,Decrease in aging
EGR2,0.6137715756321388,-0.01794919056523768,793,0.9137115445237979,healthy,aging,onek1k,MONO,6.348134362950132e-05,-0.11588230143564508,False,0.00025503908230097895,3.5933932629891965,Decrease in aging
EGR3,0.9211143680552748,0.0035222072558154204,793,0.9769245936558415,healthy,aging,onek1k,MONO,7.165141134551549e-05,-0.1182849822162311,True,0.0002711072697479935,3.5668588366463396,Decrease in aging
ELF1,0.30848227558177704,-0.03621012378885801,793,0.7736834517421963,healthy,aging,onek1k,MONO,3.8700545115282996e-05,-0.15620581892996335,True,0.00017724849662799613,3.751417439693186,Decrease in aging
ELF2,0.4315861807586837,-0.027967386519004905,793,0.8365985039200292,healthy,aging,onek1k,MONO,0.0031503548789592723,-0.11424864621506745,True,0.006219235062773046,2.206263028242599,Decrease in aging
ELF4,0.7794329583415268,0.009960618969548909,793,0.9528964580257869,healthy,aging,onek1k,MONO,0.6514634126548294,-0.0030169674558576075,False,0.6689915762240176,0.17457935072613603,Decrease in aging
ESRRA,0.7042044928763687,0.013502487274006117,793,0.9167933318050803,healthy,aging,onek1k,MONO,0.016421290068232754,0.08414397066253929,True,0.02558146548044422,1.592074579801078,Increase in aging
ETS1,0.9581397524199471,0.0018668513980045261,793,0.9769245936558415,healthy,aging,onek1k,MONO,9.389953079313913e-05,-0.10652428790646265,False,0.0003258029174489221,3.487045031057911,Decrease in aging
ETS2,0.2860696006056354,0.03792879236630565,793,0.7736834517421963,healthy,aging,onek1k,MONO,1.5531517100293382e-06,-0.1354588588767139,True,3.2333794690610765e-05,4.490343323644439,Decrease in aging
ETV3,0.35542452356609305,-0.03285938846685693,793,0.7902156883168476,healthy,aging,onek1k,MONO,5.517260206955885e-05,-0.11620002343165259,False,0.00022561653346301743,3.6466290778772823,Decrease in aging
ETV6,0.36700720625420274,-0.03207663456131027,793,0.800425240306785,healthy,aging,onek1k,MONO,5.541211890396576e-07,-0.17894010438815658,True,1.8127678898583083e-05,4.74165780021063,Decrease in aging
FLI1,0.1856865256292849,-0.04704519437500951,793,0.5746245185014357,healthy,aging,onek1k,MONO,0.27677861037983725,0.036798589093313176,True,0.31533483471135687,0.5012280505420601,Increase in aging
FOS,0.702482625074295,0.013585003462598512,793,0.9167933318050803,healthy,aging,onek1k,MONO,0.004858628269978216,-0.11205391107788117,True,0.008901006990600091,2.0505608578807126,Decrease in aging
FOSB,0.48245812203691707,-0.024976847500992015,793,0.8397650712533665,healthy,aging,onek1k,MONO,0.00014145942283125937,-0.1435009650423899,True,0.0004834956392292298,3.31560743857627,Decrease in aging
FOSL1,0.8046297003741749,0.008797715674001191,793,0.9528964580257869,healthy,aging,onek1k,MONO,2.475932179554411e-05,-0.12136026348643691,False,0.00013499725455189525,3.8696750636908193,Decrease in aging
FOSL2,0.8336633254458156,0.007469194624214068,793,0.9528964580257869,healthy,aging,onek1k,MONO,0.0002175896723253831,-0.11772336729320304,True,0.0006733518238177397,3.17175795922588,Decrease in aging
FOXJ3,0.000400618326027814,-0.1253989112044039,793,0.01834831933207388,healthy,aging,onek1k,MONO,2.0428940338144365e-05,-0.1395621226362678,True,0.00011995454711371947,3.9209832845951302,Decrease in aging
FOXO1,0.047125096116606244,-0.07051906216173795,793,0.22303980274537732,healthy,aging,onek1k,MONO,0.0008925395299950667,-0.12798905284720916,True,0.0021514900249354767,2.667260663118735,Decrease in aging
FOXO3,0.7293787702563354,0.012304060431369626,793,0.9350224886323071,healthy,aging,onek1k,MONO,6.607544282846772e-05,-0.13581418195747283,True,0.0002573950929043406,3.5893997369377755,Decrease in aging
FOXP1,0.01464841251496792,-0.08665450784191944,793,0.1290187102279867,healthy,aging,onek1k,MONO,0.0002840202883925015,-0.12675604876066096,True,0.0008232993169858588,3.0844422448816844,Decrease in aging
GATAD2A,0.02864008358538878,-0.07771758358240373,793,0.17365481362756863,healthy,aging,onek1k,MONO,0.0007433122863156733,-0.12628893616017134,True,0.0018705331161130681,2.728034598602983,Decrease in aging
GFI1B,0.14804632675252194,-0.05141266827841249,793,0.5207094215514155,healthy,aging,onek1k,MONO,7.675148136313572e-05,0.06529900245739322,False,0.00028348531019609807,3.5474694407078133,Increase in aging
GMEB1,0.27925136453865257,-0.03846949955305071,793,0.7736834517421963,healthy,aging,onek1k,MONO,0.018585651226841922,0.022864716660250726,False,0.027904503256069767,1.5543257042015406,Increase in aging
GTF2I,0.8794079847027148,-0.0053961989879826745,793,0.9728716352508293,healthy,aging,onek1k,MONO,0.0010582452195860613,-0.045322544987963787,False,0.00249833149778565,2.6023499366154934,Decrease in aging
GTF3A,0.1733009533146791,0.04840245146238546,793,0.5669416901294502,healthy,aging,onek1k,MONO,0.0038978389589820633,0.11885453660602946,True,0.007500883374847836,2.1248875869776116,Increase in aging
HBP1,0.1369657118385077,-0.05285797848593701,793,0.5058894840486816,healthy,aging,onek1k,MONO,0.015911322822631132,-0.09792507985129284,True,0.02495680086563376,1.602811086275174,Decrease in aging
HES1,0.9434305300694396,0.0025237986860013623,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.0027147184221907052,0.016034093983455212,False,0.005550629631086353,2.255657750247264,Increase in aging
HHEX,0.6568270304066268,0.01580143105227275,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.004726138134615326,0.11964505865842602,True,0.008728109942152496,2.059079791868679,Increase in aging
HIC1,0.6224330342589565,-0.017512099171987587,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.01252369587513476,-0.04811176789398277,True,0.020055429058782236,1.6977680424398363,Decrease in aging
HIF1A,0.42752015103146895,-0.028214861321621522,793,0.8365985039200292,healthy,aging,onek1k,MONO,0.001734320351345085,-0.12766813810307745,True,0.003782470099600233,2.422224496386058,Decrease in aging
HIVEP1,0.8427198494328154,-0.007056991661136165,793,0.9547461530433841,healthy,aging,onek1k,MONO,0.0012168870034002612,-0.12600367278851998,True,0.00284354207937408,2.546140340577016,Decrease in aging
HMG20B,0.8521303089726602,0.0066296787199073386,793,0.9547461530433841,healthy,aging,onek1k,MONO,0.34743908206747015,0.06015762934825952,True,0.38436497484758775,0.41525619416545634,Increase in aging
HSF1,0.6096266159416436,0.01815931890699258,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.055812537755510254,0.08122750904553531,True,0.07746103724855666,1.110916691854087,Increase in aging
IKZF1,0.658351112866492,-0.0157264936717836,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.2517429532392268,0.062415861474398766,True,0.28969415222001477,0.5380602713968997,Increase in aging
IKZF3,0.5914345470669254,0.019089223017685,793,0.9137115445237979,healthy,aging,onek1k,MONO,3.648968847177632e-05,-0.09900076216925789,False,0.0001729322166013451,3.7621240918109327,Decrease in aging
IRF1,0.1500734577397093,0.0511572778779289,793,0.5207094215514155,healthy,aging,onek1k,MONO,0.5919682333451306,0.03650432702748017,True,0.6247038038526954,0.20432584960511313,Increase in aging
IRF2,0.14789499349594026,0.05143184084380277,793,0.5207094215514155,healthy,aging,onek1k,MONO,0.00047044868618966086,0.13788860768290173,True,0.0012516741082605138,2.9025087313553444,Increase in aging
IRF3,0.1329709724003528,0.0534010976576889,793,0.5022617384295973,healthy,aging,onek1k,MONO,0.36117987671925716,0.0367817721935255,True,0.39199143018345917,0.40672342753239493,Increase in aging
IRF5,0.046681183655608985,0.07066105464851562,793,0.22303980274537732,healthy,aging,onek1k,MONO,0.0030196660240017384,0.11497001251234386,True,0.006013074082577376,2.2209034455048475,Increase in aging
IRF7,0.0002482926014559533,0.12976714114748145,793,0.014214751433353327,healthy,aging,onek1k,MONO,0.00047552684462298997,0.07431187047606952,False,0.0012516741082605138,2.9025087313553444,Increase in aging
IRF8,5.7348710379013386e-05,0.14237348624917306,793,0.008542093164150963,healthy,aging,onek1k,MONO,0.0029031073950262706,0.03200410348683126,True,0.005831680644394877,2.2342062669559604,Increase in aging
IRF9,0.16665343681877726,0.04916094377469397,793,0.5598471612394275,healthy,aging,onek1k,MONO,0.18978758599852796,0.052532921656514284,True,0.22995427086594128,0.6383585200047655,Increase in aging
JUN,0.6161854121848784,-0.017827109398506135,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.022483068874573495,-0.10247007233235231,True,0.033216921111466645,1.4786406249330504,Decrease in aging
JUNB,0.5934099047249135,0.01898762942478727,793,0.9137115445237979,healthy,aging,onek1k,MONO,8.053528194046936e-05,0.06378391439559844,False,0.00028816530569324194,3.540358308230522,Increase in aging
JUND,0.376682947061397,-0.03143446096842899,793,0.8085681713380365,healthy,aging,onek1k,MONO,3.1163288568586764e-05,-0.1517532904947269,True,0.00015183815068524188,3.8186190943799394,Decrease in aging
KDM2A,0.0016124167957616174,-0.11181445952853383,793,0.026374531873529315,healthy,aging,onek1k,MONO,5.016265045403762e-07,-0.1665502604043571,True,1.8127678898583083e-05,4.74165780021063,Decrease in aging
KLF10,0.47314250499385346,0.025510842543585665,793,0.8365985039200292,healthy,aging,onek1k,MONO,7.716545615363291e-06,-0.12395161908908982,False,7.039303143037401e-05,4.152470331783036,Decrease in aging
KLF11,0.780351046900573,-0.009918066958062407,793,0.9528964580257869,healthy,aging,onek1k,MONO,0.1263180181478562,-0.02139943647004397,False,0.1580700882833829,0.8011503041506104,Decrease in aging
KLF12,0.020012095270559454,-0.0825920990820366,793,0.15275899389860384,healthy,aging,onek1k,MONO,0.020628157684831186,-0.06790298455645222,True,0.030674338375495724,1.513224795934948,Decrease in aging
KLF13,0.9556999845726469,0.0019757669962005633,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.001722626277699309,-0.08793071373693112,False,0.003782470099600233,2.422224496386058,Decrease in aging
KLF2,0.6499404431310698,-0.016140917370410412,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.0008296574591820034,0.03696897563109633,False,0.0020651256320943345,2.68505352286198,Increase in aging
KLF3,0.43964551241727134,-0.027480813563942816,793,0.8365985039200292,healthy,aging,onek1k,MONO,0.09114419228561786,0.06751446585377543,True,0.1172585395135196,0.930855519371496,Increase in aging
KLF4,0.9284625492015771,-0.0031931875252935137,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.000386384189483322,-0.10734495614293287,True,0.0010696900592878518,2.9707420401091578,Decrease in aging
KLF6,0.4731011625262742,-0.025513225157241776,793,0.8365985039200292,healthy,aging,onek1k,MONO,0.00023607603775040376,-0.13398145602519637,True,0.0007113343769058219,3.147926202493291,Decrease in aging
KLF7,0.4704681776702633,-0.02566520357555974,793,0.8365985039200292,healthy,aging,onek1k,MONO,0.14261437483980272,-0.07838724438563813,True,0.17464541090007926,0.7578428216894162,Decrease in aging
KLF9,0.5353344530261656,0.02204480972417252,793,0.8983502227264735,healthy,aging,onek1k,MONO,7.846300479311236e-07,-0.12902326907346856,True,2.2460035122028416e-05,4.648589568943162,Decrease in aging
KMT2A,0.0007576762472703112,-0.1193549838609256,793,0.019522752368558716,healthy,aging,onek1k,MONO,5.479671640954969e-06,-0.15449210086748594,True,5.45584698164647e-05,4.263137818695874,Decrease in aging
LCOR,0.02500918210931254,-0.07958876899872531,793,0.16869232536923717,healthy,aging,onek1k,MONO,4.675787623992436e-05,-0.146184521665799,True,0.0001946827937989578,3.710672430032985,Decrease in aging
LEF1,0.4046331584843369,0.029634267521519975,793,0.8214273820485927,healthy,aging,onek1k,MONO,7.930916764489524e-05,-0.08909791687712151,False,0.00028816530569324194,3.540358308230522,Decrease in aging
MAFB,0.7987923619652852,-0.009066246427188443,793,0.9528964580257869,healthy,aging,onek1k,MONO,0.29778130560318183,-0.053714195358137914,True,0.33447038213342895,0.47564233363760644,Decrease in aging
MAFF,0.6529028607421332,0.015994701667295486,793,0.9137115445237979,healthy,aging,onek1k,MONO,4.264505309927757e-05,-0.10855647458299486,False,0.0001878022530718185,3.7262992017888186,Decrease in aging
MAFG,0.6471390936526411,-0.01627943419135422,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.0002809646666900402,-0.08250390321464104,False,0.0008232993169858588,3.0844422448816844,Decrease in aging
MAX,0.3155603179661106,-0.03568464013067896,793,0.7736834517421963,healthy,aging,onek1k,MONO,0.06259204336417916,0.07235683210150919,True,0.08531891625236325,1.0689546697323098,Increase in aging
MAZ,0.9040814899689968,-0.0042860724094991,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.003930624178257571,-0.09871216427715723,True,0.0075009411401748645,2.124884242429387,Decrease in aging
MBD2,0.9683925011348298,-0.0014093293909535724,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.23450902820768144,0.07029628179621862,True,0.2753977818438926,0.5600395620342039,Increase in aging
MEF2A,0.006600827166294904,-0.09638739967301455,793,0.07198044862293014,healthy,aging,onek1k,MONO,1.487754683986799e-06,-0.1621058493776848,True,3.2333794690610765e-05,4.490343323644439,Decrease in aging
MEF2C,0.967862419528288,0.0014329775714042306,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.009167834964747334,-0.07768779638423116,True,0.01527355483111768,1.8160598716623568,Decrease in aging
MEF2D,0.47492491488909955,-0.025408228658822973,793,0.8365985039200292,healthy,aging,onek1k,MONO,3.7002963377580396e-05,-0.1538071370979771,True,0.0001729322166013451,3.7621240918109327,Decrease in aging
MLX,0.5860138611983343,0.019368815541500675,793,0.9137115445237979,healthy,aging,onek1k,MONO,0.006205570026807376,0.11526912708396465,True,0.010765723758627948,1.9679567680873677,Increase in aging
MNT,0.046208797198451626,-0.07081340615882255,793,0.22303980274537732,healthy,aging,onek1k,MONO,0.00020191855528433757,-0.11785600545021285,True,0.0006512584388748353,3.1862466361560977,Decrease in aging
MTF1,0.12324944341802867,-0.05477765304259651,793,0.4914448957118943,healthy,aging,onek1k,MONO,0.40838769083758464,-0.013795454082941918,False,0.4390647004779666,0.35747147750248004,Decrease in aging
MXD1,0.6788299888635579,0.014726142584879667,793,0.9167933318050803,healthy,aging,onek1k,MONO,6.631576629413141e-05,-0.13923222792412238,True,0.0002573950929043406,3.5893997369377755,Decrease in aging
MXD3,0.9458115600395994,-0.002417404044609648,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.02446887562232337,0.09583953697987552,True,0.035690270812178675,1.447450156673406,Increase in aging
MXD4,0.9118944049526793,0.003935466682295274,793,0.9769245936558415,healthy,aging,onek1k,MONO,0.5811451930852543,-0.029390568743555046,True,0.6161215241505705,0.21033361890252303,Decrease in aging
NCOA1,0.004457672129017577,-0.10088826101965964,793,0.05692014525603319,healthy,aging,onek1k,MONO,1.067060269142625e-05,-0.1283256107077203,True,8.426096608057281e-05,4.074373565846999,Decrease in aging
