gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type,meta_p,pooled_rho,sign_consistent,meta_p_adj,neg_log10_adj_pval,trend
PRDM1,0.001874219897547529,-0.17509854402227248,313,0.03214974704316922,healthy,aging,abf300,CD8T,0.0005994089059373345,-0.05205372872180662,False,0.003671302832881644,2.4351797905913464,Decrease in aging
PRDM2,0.6115302053941118,0.028816995969593695,313,0.7775032913295602,healthy,aging,abf300,CD8T,0.04943564507946193,-0.07374103869888446,True,0.0655778965339801,1.1832425178029173,Decrease in aging
RARA,0.7660595037557548,-0.016883921047086754,313,0.8891762097165011,healthy,aging,abf300,CD8T,5.84489749977852e-05,0.09946333615187279,True,0.0007236539761630548,3.1404690472910604,Increase in aging
RARG,4.971615481374571e-06,-0.2548308209091564,313,0.0012926200251573885,healthy,aging,abf300,CD8T,3.977176048293065e-07,-0.12814889310414782,True,5.170328862780984e-05,4.28648183238985,Decrease in aging
RBPJ,0.009349246847690012,0.14669620686300872,313,0.05284356913911746,healthy,aging,abf300,CD8T,0.004551417799394381,0.0007175509520933113,False,0.01184223883898688,1.9265661841417014,Increase in aging
REL,0.09512348102890954,-0.09450258981048303,313,0.18736443232967032,healthy,aging,abf300,CD8T,0.0004916672030035791,-0.09424729537947728,False,0.003319010964694069,2.4789913128525396,Decrease in aging
RELA,0.5705197151988173,0.0321853788661728,313,0.7379857012522014,healthy,aging,abf300,CD8T,0.09996807379762669,-0.005119038108961572,False,0.11707972606929253,0.9315183023531572,Decrease in aging
RELB,0.858925940274222,-0.010086648060530005,313,0.9503010403033946,healthy,aging,abf300,CD8T,0.006133741111890683,0.0667641799029526,True,0.014630942101757593,1.8347277082956295,Increase in aging
REST,0.12666384689997304,0.08651743536248813,313,0.233564540382929,healthy,aging,abf300,CD8T,0.04637171225695711,-0.041261262109689556,False,0.062147655602107464,1.2065752496172182,Decrease in aging
RFX2,0.07093523032562842,0.1022164949094303,313,0.15498453684591082,healthy,aging,abf300,CD8T,0.00479148999793569,-0.0058057175271759714,False,0.012334528707557222,1.908877439900839,Decrease in aging
RFX3,0.19671329089099215,0.07316496489201116,313,0.33428402373632654,healthy,aging,abf300,CD8T,3.0060025424831477e-05,-0.10239563735049739,False,0.000459741565320952,3.337486229829243,Decrease in aging
RLF,0.6520569020517534,-0.025584936966056328,313,0.8034824385471843,healthy,aging,abf300,CD8T,0.002126997158880304,-0.027341594641765395,False,0.007789003680406748,2.108518090950573,Decrease in aging
RORA,0.008066298342688301,-0.1495019423627319,313,0.051176674377596036,healthy,aging,abf300,CD8T,1.0553554647764913e-05,-0.1170677553394604,False,0.00027439242084188774,3.561627888708743,Decrease in aging
RORC,0.00020547828401665797,-0.20835138755709462,313,0.008904058974055178,healthy,aging,abf300,CD8T,9.663420875124168e-06,-0.1141604453126348,True,0.00027439242084188774,3.561627888708743,Decrease in aging
RUNX1,0.25828331016565903,-0.06408796776389572,313,0.414528769401675,healthy,aging,abf300,CD8T,0.015771519415196653,-0.06646049503496552,False,0.027520772133900202,1.5603393855241725,Decrease in aging
RUNX2,0.001371298357706856,0.1801484675040056,313,0.02782377483736145,healthy,aging,abf300,CD8T,0.026593380567445285,0.024101030630106404,True,0.038844263750200975,1.4106731057065314,Increase in aging
RUNX3,0.0318381054407772,-0.1213605891992838,313,0.09419686645652289,healthy,aging,abf300,CD8T,0.0035349458871479266,-0.060808329729233564,False,0.009990064463678922,2.0004317093586312,Decrease in aging
SAFB,0.03589105737132329,0.11865047180799879,313,0.09993064712591025,healthy,aging,abf300,CD8T,0.033936021238243304,-0.0186917823342374,False,0.04743744904270569,1.3238786732792032,Decrease in aging
SAFB2,0.7820803694620465,0.0156967025547678,313,0.8945070461475135,healthy,aging,abf300,CD8T,0.142936514137446,-0.0641977511770465,True,0.16228599858399984,0.7897189478263348,Decrease in aging
SATB1,0.0698179526754733,0.10262176736803945,313,0.1538361669120598,healthy,aging,abf300,CD8T,0.001133172518949404,-0.07364218838185806,False,0.005261158123693661,2.2789186453201884,Decrease in aging
SKIL,0.493491582199582,-0.03884607368407087,313,0.664807312807727,healthy,aging,abf300,CD8T,0.006003176298857604,0.03996477534413408,True,0.014587157361710066,1.8360293319862475,Increase in aging
SMAD3,0.061554735916093166,-0.10579634751724204,313,0.14038799419459844,healthy,aging,abf300,CD8T,0.0007179907770005219,-0.03691061876923521,False,0.003971863872768845,2.4010056444461454,Decrease in aging
SMAD5,0.10328548582649155,-0.09225651294396549,313,0.19892019492509483,healthy,aging,abf300,CD8T,0.07833811405875223,-0.04559921702473399,False,0.09562398899190412,1.0194331434990664,Decrease in aging
SNAI3,0.035856725027710375,-0.11867231062139857,313,0.09993064712591025,healthy,aging,abf300,CD8T,0.010379712479321387,0.03915285091581456,False,0.02017891694288411,1.6951021472344747,Increase in aging
SOX13,0.006051576286973039,-0.1548377941344789,313,0.04972158735328532,healthy,aging,abf300,CD8T,0.02843576826828999,-0.04736293228490407,True,0.04130335055729272,1.384014716636059,Decrease in aging
SOX4,0.37183940188499487,0.05064745547667711,313,0.5588337831797611,healthy,aging,abf300,CD8T,0.0030347499699718305,-0.07814518066821975,False,0.009378284208157233,2.027876610137998,Decrease in aging
SP110,0.05459325452479281,0.10875615252914073,313,0.13142820533746416,healthy,aging,abf300,CD8T,0.003174188501222448,0.009112074289901531,False,0.009378284208157233,2.027876610137998,Increase in aging
SP140L,0.10855508768667589,0.09088004646025899,313,0.20753178528335095,healthy,aging,abf300,CD8T,0.002086407783414274,-0.008446985917090043,False,0.007749514624110162,2.1107254978384473,Decrease in aging
SP3,0.6596835633295026,0.024986141312274113,313,0.8090458795550504,healthy,aging,abf300,CD8T,0.00022288532965166537,-0.08008946446366094,False,0.001998282265842517,2.6993431658400184,Decrease in aging
SP4,0.4609893760519691,-0.04181914786922272,313,0.6443937514704944,healthy,aging,abf300,CD8T,0.023502738420672475,-0.05918524702378723,False,0.03573515783260142,1.446904295396409,Decrease in aging
SPEN,0.9827889282401353,0.0012242505032753204,313,0.9942611725386582,healthy,aging,abf300,CD8T,0.0008647149889301416,-0.09234787904456224,True,0.004323574944650708,2.36415700858239,Decrease in aging
SREBF1,0.021127284001025263,0.1302912691290484,313,0.07227755052982326,healthy,aging,abf300,CD8T,0.005452217758479581,-0.028243588929573134,False,0.013618208866214373,1.865880009212696,Decrease in aging
SREBF2,0.12055602914423723,-0.08793108466073653,313,0.22550048616907684,healthy,aging,abf300,CD8T,0.025148638212973536,-0.062015226252734035,False,0.03715139736007454,1.4300248466582761,Decrease in aging
STAT1,0.9711097802107018,-0.0020552950319948134,313,0.9934041317207849,healthy,aging,abf300,CD8T,0.3514501436242847,0.006779693415292094,False,0.3640519416028447,0.43883664837793024,Increase in aging
STAT3,0.9301491565930792,-0.004974548933495297,313,0.9906531199562341,healthy,aging,abf300,CD8T,0.013943670196118427,-0.06588402664161813,False,0.024890392670522916,1.6039682519130571,Decrease in aging
STAT4,0.009709337523405059,-0.14597036956097872,313,0.053675471992314414,healthy,aging,abf300,CD8T,4.113984136955558e-05,-0.10942492280439631,False,0.0005348179378042226,3.27179403492025,Decrease in aging
STAT5A,0.021505240448935595,0.1299154678931319,313,0.07261509761978253,healthy,aging,abf300,CD8T,0.0022755266984261896,0.007905174146184711,False,0.008104615638230265,2.091267576762885,Increase in aging
STAT5B,0.3261448249992591,0.05568046962398564,313,0.5039468428032541,healthy,aging,abf300,CD8T,0.024562954811272752,-0.05690724585437512,False,0.03669478501601933,1.4353956523608644,Decrease in aging
TBPL1,0.27540735275634814,-0.06183808977781299,313,0.4393000718812915,healthy,aging,abf300,CD8T,0.3327288100230928,0.01806188140105406,False,0.3460379624240165,0.46087625390409326,Increase in aging
TBX21,0.002216172821069098,-0.17233381948975113,313,0.03389440785164503,healthy,aging,abf300,CD8T,0.01865202238925991,-0.042538649616587626,True,0.030888699498137433,1.5102003763431693,Decrease in aging
TCF12,0.6669639755608148,-0.024417104588589797,313,0.8141344302620275,healthy,aging,abf300,CD8T,0.0059984178542286685,-0.07945431973890776,False,0.014587157361710066,1.8360293319862475,Decrease in aging
TCF7,0.0011984316102219299,0.18228634294348703,313,0.02782377483736145,healthy,aging,abf300,CD8T,0.0016757606199196997,0.005774601264391339,False,0.007142586248838064,2.146144506679446,Increase in aging
TFAP4,0.0940045539866275,0.09482233808846471,313,0.18657392394292482,healthy,aging,abf300,CD8T,0.022488467484621702,-0.022299439518879048,False,0.03475937941254374,1.4589279859665742,Decrease in aging
TFCP2L1,2.264628914597478e-05,-0.2370199176964627,313,0.0025725712833110227,healthy,aging,abf300,CD8T,2.6385197469296353e-05,-0.13581188187265963,True,0.000459741565320952,3.337486229829243,Decrease in aging
TFDP2,0.007322290950812295,-0.15131701961171698,313,0.051176674377596036,healthy,aging,abf300,CD8T,0.0017329287550881995,-0.10135624407782048,True,0.00726712058585374,2.138637633347902,Decrease in aging
TFEB,0.014746144105628831,-0.13772879918122782,313,0.059906210429117125,healthy,aging,abf300,CD8T,0.12917293899804105,-0.026973045037823523,True,0.14730247429601173,0.8317899580855468,Decrease in aging
TGIF1,0.44810439106623967,-0.04302972179177865,313,0.6297683333903908,healthy,aging,abf300,CD8T,0.00026337654854307084,0.09799831407076276,True,0.0021399344569124506,2.6695995282569616,Increase in aging
TGIF2,0.09999738743808784,0.09314378482098516,313,0.19548361454062285,healthy,aging,abf300,CD8T,0.015607862358262678,-0.016133544077774915,False,0.02741921765640741,1.561944940952502,Decrease in aging
THRA,0.44129201199393486,0.04367770227069785,313,0.6269722574777216,healthy,aging,abf300,CD8T,0.024698412991551476,-0.05539293031348823,True,0.03669478501601933,1.4353956523608644,Decrease in aging
TRERF1,0.740380432859501,-0.01880255904029489,313,0.8745181484755605,healthy,aging,abf300,CD8T,0.014956827749627324,-0.07511504081578099,True,0.02645425316260615,1.5775044946474168,Decrease in aging
USF2,0.03188201633913083,0.12132968989098548,313,0.09419686645652289,healthy,aging,abf300,CD8T,0.006332062803690189,-0.02630506946771329,False,0.014728875701703267,1.8318304028641987,Decrease in aging
VEZF1,0.8541166002667916,-0.010434327758673777,313,0.9490184447408795,healthy,aging,abf300,CD8T,0.07949318232325332,-0.04565621787752463,False,0.09658050188806479,1.0151105420848676,Decrease in aging
XBP1,0.0030218217142844897,-0.16710888664939696,313,0.03928368228569836,healthy,aging,abf300,CD8T,0.0003835492176774049,-0.005289248654691943,False,0.0028492227598892936,2.545273595123885,Decrease in aging
YBX1,0.752781022350351,0.017873499782264966,313,0.877681909466777,healthy,aging,abf300,CD8T,0.00808842054846005,0.10680228241918051,True,0.01738007721156705,1.7599482985154868,Increase in aging
YBX3,0.0016898477492897886,0.17678703890103648,313,0.03138288677252464,healthy,aging,abf300,CD8T,0.004488815781843929,0.07763494306347139,True,0.01184223883898688,1.9265661841417014,Increase in aging
YY1,0.07661105385564375,-0.1002345659191901,313,0.16461879340882127,healthy,aging,abf300,CD8T,0.03786591693467074,-0.060536227718906654,False,0.05154522724091305,1.2878115414162588,Decrease in aging
ZBED5,0.05818702308551806,0.10719157722398705,313,0.1350770178770955,healthy,aging,abf300,CD8T,0.07446214034785521,-0.004071508889854025,False,0.09219122138305884,1.0353104312935222,Decrease in aging
ZBTB1,0.5380312361516099,-0.034935820810177154,313,0.7137149050990743,healthy,aging,abf300,CD8T,0.011055949957630762,-0.008175129771108847,False,0.020982094810102176,1.6781511548911754,Decrease in aging
ZBTB10,0.41323280959566483,0.046409163562001005,313,0.6010305233946075,healthy,aging,abf300,CD8T,0.5052246702330313,0.005863904934628115,True,0.5171591112621581,0.286375819551889,Increase in aging
ZBTB11,0.33631022082166356,0.05452384822981343,313,0.5113488737639329,healthy,aging,abf300,CD8T,0.02277823917535825,-0.03563300174774613,False,0.034837306974077324,1.4579554246030118,Decrease in aging
ZBTB18,0.019337382017669897,0.1321543538068481,313,0.07182456177991677,healthy,aging,abf300,CD8T,0.00967207538832163,-0.02794623317207879,False,0.019494105433826542,1.7100966893842675,Decrease in aging
ZBTB20,0.08597465920995079,0.09721093092456853,313,0.17653746812528476,healthy,aging,abf300,CD8T,0.0031456694197276713,-0.07101303083489824,False,0.009378284208157233,2.027876610137998,Decrease in aging
ZBTB25,0.014328549357088046,0.13830859532539863,313,0.059133695759410985,healthy,aging,abf300,CD8T,0.021372251099556275,-0.008675358039765262,False,0.03367748658111898,1.4726603282377841,Decrease in aging
ZBTB4,2.9683514807434878e-05,0.23369335853260426,313,0.0025725712833110227,healthy,aging,abf300,CD8T,2.9166088712375806e-05,0.11889050174158866,True,0.000459741565320952,3.337486229829243,Increase in aging
ZBTB43,0.8083835397003003,0.013761994956071971,313,0.9178153725854938,healthy,aging,abf300,CD8T,0.09301965203609562,-0.014323233231497895,False,0.10993231604265846,0.9588746222629281,Decrease in aging
ZBTB44,0.02091922691957961,-0.13050063392824002,313,0.07227755052982326,healthy,aging,abf300,CD8T,0.003105893899458103,-0.09317939991884447,True,0.009378284208157233,2.027876610137998,Decrease in aging
ZBTB49,0.47739661229132063,-0.040304543980702795,313,0.649859262804939,healthy,aging,abf300,CD8T,0.085459989798433,0.0038223707639011267,False,0.10192475847519532,0.9917203089953955,Increase in aging
ZBTB7A,0.02056252541377311,-0.13086381717063192,313,0.07227755052982326,healthy,aging,abf300,CD8T,0.10051855528313436,-0.0519040173728966,True,0.1171965218547755,0.9310852770695736,Decrease in aging
ZBTB7B,0.10244696057002846,-0.09248063363812566,313,0.19877768468811494,healthy,aging,abf300,CD8T,0.16813400588704128,0.015295196562325464,False,0.1876173456250246,0.726727012646738,Increase in aging
ZC3H8,0.0005382056183491251,0.19453255585313076,313,0.015548162307863612,healthy,aging,abf300,CD8T,3.590434653870203e-05,0.041002947891738986,False,0.0004913226368453962,3.3086332260329674,Increase in aging
ZEB1,0.006647013122704198,0.15311308381117691,313,0.04972158735328532,healthy,aging,abf300,CD8T,0.016915133981526973,-0.017655423944974186,False,0.029125396259582867,1.5357281572215626,Decrease in aging
ZEB2,0.006376324625144796,-0.15387922942006482,313,0.04972158735328532,healthy,aging,abf300,CD8T,0.00836486977605619,-0.06671600671293369,False,0.017539243078827496,1.755989152918758,Decrease in aging
ZFP14,0.06462332843942986,0.10457878409375101,313,0.14360739653206636,healthy,aging,abf300,CD8T,0.0005996364497658761,-0.02349532358555903,False,0.003671302832881644,2.4351797905913464,Decrease in aging
ZFP62,0.1905092362849064,0.07418806620017074,313,0.3267729210955641,healthy,aging,abf300,CD8T,0.012354723915238593,0.039637695254536504,False,0.023277016072188652,1.6330726935428346,Increase in aging
ZIK1,0.0010117314568838635,0.18494059742825833,313,0.02630501787898045,healthy,aging,abf300,CD8T,0.008526530319266932,0.04480698313092651,True,0.017548119738348477,1.7557694108794357,Increase in aging
ZKSCAN1,0.06367063937849105,0.10495160961582897,313,0.14271005377937648,healthy,aging,abf300,CD8T,0.0006590692500872957,-0.022898186761380494,False,0.003742409665393161,2.4268486738960022,Decrease in aging
ZNF10,0.013162291797573732,0.1400102508703803,313,0.056101571596215906,healthy,aging,abf300,CD8T,0.01713952687663673,-0.009777738906384385,False,0.02931761176266809,1.532871410584085,Decrease in aging
ZNF101,0.04438305026228758,0.1137237269435274,313,0.1153959306819477,healthy,aging,abf300,CD8T,0.01942280448220932,-0.03482904532150444,False,0.03144962117554774,1.502384581454327,Decrease in aging
ZNF134,0.0029562533141639603,0.1674833856114908,313,0.03928368228569836,healthy,aging,abf300,CD8T,0.017826209102446155,0.014340195326065161,False,0.029902028171845164,1.5242993536833258,Increase in aging
ZNF135,0.009057418235335598,0.1473028902212014,313,0.052331749804161234,healthy,aging,abf300,CD8T,0.0031199184557800627,0.0051339251324934235,False,0.009378284208157233,2.027876610137998,Increase in aging
ZNF138,0.1135951818969291,0.08961191583437833,313,0.21558209703066836,healthy,aging,abf300,CD8T,7.578244503832514e-05,-0.04741369028054361,False,0.000856671117824545,3.0671858748417344,Decrease in aging
ZNF148,0.9003672010891749,0.00710491800043888,313,0.9640547571027143,healthy,aging,abf300,CD8T,2.1410022078793753e-05,-0.13216976295733865,True,0.000459741565320952,3.337486229829243,Decrease in aging
ZNF207,0.28726570546343505,-0.06033528254905267,313,0.45542124036886045,healthy,aging,abf300,CD8T,0.020225094700994782,-0.06837452940468589,False,0.032191729349168856,1.4922556922604029,Decrease in aging
ZNF217,0.4137863987985952,0.04635424509075891,313,0.6010305233946075,healthy,aging,abf300,CD8T,0.0027923520962074536,-0.093052513259225,True,0.009378284208157233,2.027876610137998,Decrease in aging
ZNF24,0.057056185114267244,0.10767505343089306,313,0.13364511828567102,healthy,aging,abf300,CD8T,0.0033282731267623503,-0.007776900485159416,False,0.009615011255091234,2.017050203050966,Decrease in aging
ZNF274,0.016873195928482625,0.13498161126604635,313,0.06547807375232063,healthy,aging,abf300,CD8T,0.025837471158382162,-0.008695606353949628,False,0.03795334746429018,1.4207499135456767,Decrease in aging
ZNF276,0.04176601705847422,-0.11515037955481644,313,0.10968852964851816,healthy,aging,abf300,CD8T,0.19015729314715554,-0.027167666639640584,True,0.20686567455339097,0.684311566312416,Decrease in aging
ZNF292,0.39840341140689783,0.04789684376195685,313,0.5852253500892285,healthy,aging,abf300,CD8T,0.002006395310398513,-0.0814885125970592,True,0.007560330155124832,2.1214592387027507,Decrease in aging
ZNF296,0.3279755565330721,-0.055470470799447474,313,0.5039468428032541,healthy,aging,abf300,CD8T,0.08824771301314223,-0.0062938392786430816,False,0.10476897435350219,0.9797673076382492,Decrease in aging
ZNF302,0.15171220228785828,0.08121780045837028,313,0.27392480968641075,healthy,aging,abf300,CD8T,0.0010957126947385,-0.05674649800418104,False,0.005179732738763819,2.2856926481842095,Decrease in aging
ZNF318,0.8776275420967029,0.008738112920340553,313,0.9572124446909885,healthy,aging,abf300,CD8T,0.08369273851238845,-0.01647916278681094,False,0.10120982331730698,0.9947773332921022,Decrease in aging
ZNF331,0.19977868824392245,0.0726681240298532,313,0.33728869443779114,healthy,aging,abf300,CD8T,0.36559227210726264,-0.026583304338172603,False,0.37719837598368366,0.4234301857725752,Decrease in aging
ZNF335,0.25085270335656984,-0.06509624849910045,313,0.40763564295442595,healthy,aging,abf300,CD8T,0.030989556866297945,-0.053315798805409764,False,0.04427079552328278,1.3538826739039673,Decrease in aging
ZNF33B,0.036227181189217396,0.11843759444562249,313,0.09993064712591025,healthy,aging,abf300,CD8T,0.003893501657433187,0.0006633287919766556,False,0.010769259903538603,1.967814141720912,Increase in aging
ZNF394,0.6150742523284166,-0.028530763327375676,313,0.7775032913295602,healthy,aging,abf300,CD8T,0.03366049602916665,0.025699832532238148,True,0.047306643068017996,1.3250778688772789,Increase in aging
ZNF397,0.1719892885179029,0.07739563589799406,313,0.30419874159629084,healthy,aging,abf300,CD8T,0.2333163547975303,0.004646528138524277,True,0.2486157878990077,0.6044712957277315,Increase in aging
ZNF407,0.870700362760858,0.00923700524780701,313,0.9551987102017853,healthy,aging,abf300,CD8T,8.994134590210104e-05,-0.11853643336500946,True,0.0009743645806060946,3.011278511582,Decrease in aging
ZNF414,0.039534406061731475,0.11642769842050946,313,0.10576342758767338,healthy,aging,abf300,CD8T,0.007779298747963369,0.009095104159038105,False,0.016996787180424168,1.7696331634263802,Increase in aging
ZNF451,0.5512350481337815,-0.03380848640058856,313,0.7202065955516744,healthy,aging,abf300,CD8T,4.981884964394279e-06,-0.14319293987893061,True,0.00018504144153464464,3.732730996925164,Decrease in aging
ZNF511,0.054505387282493746,0.10879546328320716,313,0.13142820533746416,healthy,aging,abf300,CD8T,0.004328323924592505,0.11056550676723072,True,0.011722543962438034,1.9309781298743809,Increase in aging
ZNF512,0.013480956019658274,0.13953253667119364,313,0.0565330413727605,healthy,aging,abf300,CD8T,0.0383475196799985,-0.004293480600141834,False,0.05176589406941589,1.285956280714735,Decrease in aging
ZNF550,0.00783333494211652,0.15005362992193066,313,0.051176674377596036,healthy,aging,abf300,CD8T,0.030589891442847798,0.010202591811269743,False,0.04394128052563772,1.3571272911315966,Increase in aging
ZNF580,0.3038719098108695,0.058299169458596076,313,0.47594395512545823,healthy,aging,abf300,CD8T,0.06857525349277432,-0.011082476722655794,False,0.08613316863826727,1.0648295758094655,Decrease in aging
ZNF584,0.03505596372428045,0.11918678016333792,313,0.09993064712591025,healthy,aging,abf300,CD8T,0.012596488698044998,-0.031228961081871197,False,0.02343872730996823,1.6300659735952319,Decrease in aging
ZNF600,0.005206192327518152,-0.15756844025958544,313,0.04972158735328532,healthy,aging,abf300,CD8T,0.022272472195085286,-0.052491821206279335,True,0.034675705213905235,1.459974697741535,Decrease in aging
ZNF609,0.0368974697080284,0.11801803422490416,313,0.09993064712591025,healthy,aging,abf300,CD8T,0.0006621186331080208,-0.06240637209905876,False,0.003742409665393161,2.4268486738960022,Decrease in aging
ZNF644,0.9655338913246215,0.002452198290287734,313,0.9934041317207849,healthy,aging,abf300,CD8T,0.0037335192984394062,-0.10894954354951046,True,0.010437795888110168,1.9813912000590375,Decrease in aging
ZNF652,0.020369854172948988,-0.13106226936740564,313,0.07227755052982326,healthy,aging,abf300,CD8T,2.8636799364119154e-06,-0.1580759036121052,True,0.0001489113566934196,3.8270721796070895,Decrease in aging
ZNF655,0.06345946393026096,-0.10503487125725994,313,0.14271005377937648,healthy,aging,abf300,CD8T,0.011016012520454267,-0.07045734945839723,False,0.020982094810102176,1.6781511548911754,Decrease in aging
ZNF667,0.006693290605249947,0.15298490584880042,313,0.04972158735328532,healthy,aging,abf300,CD8T,0.005043626585055088,-0.0029680532485214656,False,0.012856303059944342,1.890883898557235,Decrease in aging
ZNF677,0.21818298692488086,0.06979572043698302,313,0.35936731674346106,healthy,aging,abf300,CD8T,0.07224275440505412,-0.018939416483074064,False,0.08987136911633527,1.0463786421399999,Decrease in aging
ZNF708,0.8261345080040668,0.01246541388041018,313,0.9314580980412378,healthy,aging,abf300,CD8T,0.00019015959887310835,-0.12233198210594619,True,0.0017657677038217202,2.753066430760761,Decrease in aging
ZNF717,0.7107372302343885,-0.021044470525550793,313,0.8555170363932454,healthy,aging,abf300,CD8T,1.6244995977207597e-05,-0.04409211247505354,False,0.00038397263218854316,3.415699729051912,Decrease in aging
ZNF766,0.019134734155489174,0.13237463246480857,313,0.07182456177991677,healthy,aging,abf300,CD8T,0.006996744073478236,-0.00787503185234737,False,0.0158187257313421,1.8008285037799174,Decrease in aging
ZNF770,0.04695350027638984,0.11238966206006236,313,0.11968539286138587,healthy,aging,abf300,CD8T,0.002914136847721195,-0.03328454977586487,False,0.009378284208157233,2.027876610137998,Decrease in aging
ZNF800,0.852704667178536,0.010536473551758019,313,0.9490184447408795,healthy,aging,abf300,CD8T,0.012891300020482529,-0.08420796269317646,True,0.02343872730996823,1.6300659735952319,Decrease in aging
ZNF83,0.012854634298467947,0.14048122056167572,313,0.056101571596215906,healthy,aging,abf300,CD8T,0.00450708965340964,-0.013311413163650941,False,0.01184223883898688,1.9265661841417014,Decrease in aging
ZNF891,0.02354019463198574,0.1279852685072172,313,0.07650563255395365,healthy,aging,abf300,CD8T,0.010596848024143303,-0.024639193632524932,False,0.020408744342794508,1.6901837146259602,Decrease in aging
ZSCAN18,0.03283210854672741,0.1206698573401895,313,0.09565724147959694,healthy,aging,abf300,CD8T,0.02387291509839575,0.009475336567065493,False,0.036086964683621485,1.442649645415999,Increase in aging
ZSCAN9,0.025820242562478123,-0.1259868157719712,313,0.0828797909412878,healthy,aging,abf300,CD8T,0.0073290771039620315,-0.06888513380586364,False,0.016286838008804514,1.7881632231575477,Decrease in aging
ADNP,0.0010382814146096633,-0.13110382431215567,623,0.002550341727148008,healthy,aging,aida,CD4T,2.720242156107885e-06,-0.050870909820319374,False,5.023512886826971e-06,5.2989924793065795,Decrease in aging
AEBP2,0.0008620279252633193,-0.133168950433284,623,0.0022029602534507048,healthy,aging,aida,CD4T,1.504388856552588e-06,-0.13464735111863774,True,2.9054227534946927e-06,5.536790666663674,Decrease in aging
AHR,0.3312360276139121,0.038990923942023206,623,0.4190135749315988,healthy,aging,aida,CD4T,0.008461246280344741,0.07211739516508439,True,0.00986495534067843,2.0059048764879,Increase in aging
AKAP8,0.002725841970979339,-0.11988270013546479,623,0.005746983488814773,healthy,aging,aida,CD4T,5.088729002422461e-06,-0.09460225065373169,False,8.940614150089463e-06,5.048632647553764,Decrease in aging
AKNA,6.503087850280574e-05,-0.1593040421300687,623,0.00023844655451028774,healthy,aging,aida,CD4T,6.424482837548363e-07,-0.15763259123876708,True,1.2802128939610899e-06,5.892717803020598,Decrease in aging
ARHGAP35,0.3571120058168134,0.03695597468123374,623,0.4430832364487556,healthy,aging,aida,CD4T,0.026963913535136916,0.08017016216870004,True,0.029789825870697118,1.5259320353420696,Increase in aging
ARID2,0.00011348166147646129,-0.1540250832503652,623,0.0003588857544193088,healthy,aging,aida,CD4T,1.033956952542207e-05,-0.1352262273688793,True,1.7209941381130157e-05,4.764220608922589,Decrease in aging
ARID5A,0.8860920371816078,-0.005750727440487314,623,0.9150256547222317,healthy,aging,aida,CD4T,6.426365119883732e-07,0.0349808720819071,False,1.2802128939610899e-06,5.892717803020598,Increase in aging
ASH1L,7.071629234965545e-05,-0.15852006122938217,623,0.0002519890417529976,healthy,aging,aida,CD4T,5.483511922196754e-07,-0.1524235915322373,True,1.1098628130526232e-06,5.954730699786595,Decrease in aging
ATF1,0.0029829847488875736,0.11878702457526746,623,0.006237149929492199,healthy,aging,aida,CD4T,2.452887473380128e-08,0.14909278731486905,True,6.273595672599016e-08,7.202483474611424,Increase in aging
ATF2,0.008862844634898384,-0.10478155010588171,623,0.01590283469949852,healthy,aging,aida,CD4T,0.010532291016434561,-0.08464010001913777,True,0.012057328629673956,1.9187489019721888,Decrease in aging
ATF3,0.0305066916761962,0.08668761261275498,623,0.04979479351017831,healthy,aging,aida,CD4T,3.38982508866186e-07,0.10410445583944747,False,7.146881228595422e-07,6.145883435219978,Increase in aging
ATF4,0.09157656186087912,0.06765221957641697,623,0.13398549839983057,healthy,aging,aida,CD4T,0.00023490359600370856,0.07330787379548472,True,0.0003127926830996751,3.5047434145847025,Increase in aging
ATF6,2.4476655359653876e-07,-0.20500894299626893,623,2.580247419163513e-06,healthy,aging,aida,CD4T,4.026696465476796e-12,-0.19529398717558855,True,1.8522803741193262e-11,10.732293274826421,Decrease in aging
BACH1,7.336164275776425e-05,-0.15817537387045105,623,0.00025425336462622404,healthy,aging,aida,CD4T,1.6354647441490712e-05,-0.13453026334258916,True,2.652388335062276e-05,4.576362890739378,Decrease in aging
BACH2,8.063381592993364e-07,-0.19614033406766856,623,7.034605320783866e-06,healthy,aging,aida,CD4T,8.580761615395893e-21,-0.27455413126400213,True,8.349741110366003e-20,19.0783269899155,Decrease in aging
BATF,3.65194808876508e-06,0.184286682963068,623,2.1916750180912793e-05,healthy,aging,aida,CD4T,2.364269291263706e-22,0.27107763400736784,True,3.221775957760082e-21,20.491904663696925,Increase in aging
BCL11B,9.475270141502242e-08,-0.2117979194701028,623,1.1986216729000336e-06,healthy,aging,aida,CD4T,2.681808567393895e-18,-0.2502218147826063,True,2.188701830808566e-17,16.659813398804207,Decrease in aging
BHLHE40,0.005656835772937495,0.11074024148402144,623,0.010842268564796866,healthy,aging,aida,CD4T,7.984819678007568e-08,0.15403308300805624,True,1.881792903616726e-07,6.725428173557758,Increase in aging
CAMTA1,2.515569350252742e-06,0.18728160931381588,623,1.7201055286863344e-05,healthy,aging,aida,CD4T,1.1709764620046356e-09,0.17868298260655854,True,3.9440401893877046e-09,8.404058668289553,Increase in aging
CC2D1A,1.0722643425248404e-05,0.17534884844668153,623,5.118544880354427e-05,healthy,aging,aida,CD4T,3.587349869187829e-10,0.17130623429736613,True,1.315361618702204e-09,8.8809548346898,Increase in aging
