gene,pvalue,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
CEBPB,0.0009109335775463892,0.13330679718113406,616,0.007045766221354822,healthy,aging,aida,B
CEBPD,2.7804550059359287e-06,0.18752396809489025,616,0.0008883553743965259,healthy,aging,aida,B
CEBPG,0.03527402466897198,0.08484021434232049,616,0.044811335513863015,healthy,aging,aida,B
CEBPZ,0.00241312944219949,0.12203510531624892,616,0.007116825198516193,healthy,aging,aida,B
CENPT,0.0018105220324238721,0.12545307820335555,616,0.007045766221354822,healthy,aging,aida,B
CENPX,0.0005985922227888679,0.13790816637108422,616,0.007045766221354822,healthy,aging,aida,B
CGGBP1,0.0012325728555784413,0.12990192007397036,616,0.007045766221354822,healthy,aging,aida,B
CHAMP1,0.0074403856630490305,0.10774252515452684,616,0.012222124521049692,healthy,aging,aida,B
CHCHD3,0.000779968204696767,0.13502434723765008,616,0.007045766221354822,healthy,aging,aida,B
CIC,0.0030387989345967426,0.11923027171047057,616,0.007529496163748068,healthy,aging,aida,B
CLOCK,0.003513086030431982,0.1174357646882899,616,0.007678040391862034,healthy,aging,aida,B
CREB1,0.0020120287529467244,0.1242073357167837,616,0.007045766221354822,healthy,aging,aida,B
CREB3,0.0005166665612480452,0.13948826209419918,616,0.007045766221354822,healthy,aging,aida,B
CREB3L2,0.00018005232733240694,0.15035619308884368,616,0.007045766221354822,healthy,aging,aida,B
CREBL2,0.003977802257036267,0.11587939543707157,616,0.008120816748390334,healthy,aging,aida,B
CREBZF,0.0017433343815567064,0.12589681971942202,616,0.007045766221354822,healthy,aging,aida,B
CREM,0.45340496452738177,0.03026285812413378,616,0.47809533388283326,healthy,aging,aida,B
CSRNP1,0.27242392763183354,0.0442876937810225,616,0.30291076274260476,healthy,aging,aida,B
CTCF,0.0027567967009545663,0.12042219310927696,616,0.0073706823929287355,healthy,aging,aida,B
CUX1,0.0033125189290341213,0.11816599564910803,616,0.007529496163748068,healthy,aging,aida,B
CXXC1,0.010547229038937365,0.10297378676130597,616,0.016076902969398517,healthy,aging,aida,B
CXXC5,0.21331209551244548,0.05021307200120348,616,0.24039934573624808,healthy,aging,aida,B
DBP,0.662781545384729,0.017604400197291262,616,0.6819926046712429,healthy,aging,aida,B
DDIT3,0.3111150653663248,0.04087626878388731,616,0.33983337909244704,healthy,aging,aida,B
DEAF1,0.0019051611111616106,0.12485298334597038,616,0.007045766221354822,healthy,aging,aida,B
DMTF1,0.0017723670838994167,0.12570318192226576,616,0.007045766221354822,healthy,aging,aida,B
DNMT1,0.000982410161821784,0.13246363437680805,616,0.007045766221354822,healthy,aging,aida,B
DNTTIP1,0.0037366690012603085,0.11666506519964812,616,0.007854379907254398,healthy,aging,aida,B
DOT1L,0.0043532598368026185,0.11473800834204499,616,0.008638922471170415,healthy,aging,aida,B
DR1,0.008828277853122408,0.10542770482061337,616,0.013894752581638472,healthy,aging,aida,B
DRAP1,0.05193581619642498,0.07835122970259534,616,0.0640675416013814,healthy,aging,aida,B
E2F3,0.033578267861762906,0.08563931369883852,616,0.04281913128341478,healthy,aging,aida,B
E2F4,0.0007360251133104823,0.13566095621087615,616,0.007045766221354822,healthy,aging,aida,B
E2F5,0.08253086429054565,-0.07000929491294418,616,0.09857424725543677,healthy,aging,aida,B
E4F1,0.020149199412865713,0.09360331968613646,616,0.027629481598328738,healthy,aging,aida,B
EBF1,0.2105860598299926,0.050513119429896065,616,0.23774645270559233,healthy,aging,aida,B
EEA1,0.028723928143539367,0.08813447062596623,616,0.03747886514425062,healthy,aging,aida,B
EGR1,0.43706280201542436,0.03136878390131486,616,0.46238928888717906,healthy,aging,aida,B
ELF1,0.3185627045163754,0.0402524988106053,616,0.34737468973713975,healthy,aging,aida,B
ELF2,0.0008449242491163505,0.13414166599149624,616,0.007045766221354822,healthy,aging,aida,B
ELF4,0.003245209380021262,0.11842007945800088,616,0.007529496163748068,healthy,aging,aida,B
ELK1,0.0024939113416647344,0.12163796936997937,616,0.007163140532260229,healthy,aging,aida,B
ELK3,0.007658783907928314,0.10735393998222004,616,0.012421225678086782,healthy,aging,aida,B
ELK4,0.00361361969789673,0.11708387337782321,616,0.00777475753183842,healthy,aging,aida,B
ETS1,4.968738624761801e-05,0.16270492298103578,616,0.007045766221354822,healthy,aging,aida,B
ETV3,0.0037068138092807763,0.1167655175352104,616,0.007854379907254398,healthy,aging,aida,B
ETV6,0.5824749628919619,-0.022193341235295583,616,0.6042232163765643,healthy,aging,aida,B
FAM200B,0.00020785599651365237,0.14891917518110528,616,0.007045766221354822,healthy,aging,aida,B
FLI1,0.059731866303449566,0.07590357707526064,616,0.07284095909905396,healthy,aging,aida,B
FOS,0.3262843100638251,0.0396157614473798,616,0.3545844798142589,healthy,aging,aida,B
FOSB,0.34368597874135043,0.03821566850348051,616,0.3722293905351236,healthy,aging,aida,B
FOSL2,0.0002169636411919765,0.14848750232498623,616,0.007045766221354822,healthy,aging,aida,B
FOXJ2,0.0047920337907027865,0.11351190952538755,616,0.009279119976542669,healthy,aging,aida,B
FOXJ3,0.0017614740600055089,0.1257754911699507,616,0.007045766221354822,healthy,aging,aida,B
FOXK1,0.001734806250706351,0.1259542614051717,616,0.007045766221354822,healthy,aging,aida,B
FOXN2,0.005546580523515748,0.11162270203961949,616,0.010034077568945057,healthy,aging,aida,B
FOXN3,0.015847588313739485,0.09716591106861297,616,0.02250357540551007,healthy,aging,aida,B
FOXO1,0.03128762338279179,0.08677530841388859,616,0.04022694434930373,healthy,aging,aida,B
FOXO3,0.003459832420752477,0.11762588459946147,616,0.007649940888791809,healthy,aging,aida,B
FOXP1,0.34183025597371686,0.038362777764839505,616,0.37084810452836175,healthy,aging,aida,B
GABPA,0.0025535155681969284,0.12135240433322367,616,0.007163140532260229,healthy,aging,aida,B
GATAD2A,0.002354171677061604,0.12233268765695224,616,0.007045766221354822,healthy,aging,aida,B
GATAD2B,0.00235961497866969,0.12230492973907318,616,0.007045766221354822,healthy,aging,aida,B
GLI4,0.00046897119027205646,0.14051918243370712,616,0.007045766221354822,healthy,aging,aida,B
GLMP,0.04251545536825422,0.0817573393537537,616,0.05316511933525332,healthy,aging,aida,B
GLYR1,0.007337249601399627,0.10792958938371172,616,0.012114993527892408,healthy,aging,aida,B
GMEB1,0.0024984324165138443,0.1216160917140747,616,0.007163140532260229,healthy,aging,aida,B
GPBP1,0.0011964516011912353,0.13024038179049555,616,0.007045766221354822,healthy,aging,aida,B
GPBP1L1,0.0011195542438440177,0.13099346617121407,616,0.007045766221354822,healthy,aging,aida,B
GTF2B,0.08241594774122261,0.07003546079483017,616,0.09857424725543677,healthy,aging,aida,B
GTF2I,0.008555170651074912,0.10585619360474627,616,0.013531569420883337,healthy,aging,aida,B
GTF2IRD2,0.0008426295854579242,0.1341717606073651,616,0.007045766221354822,healthy,aging,aida,B
GTF2IRD2B,0.0016526309627308779,0.12652143706670033,616,0.007045766221354822,healthy,aging,aida,B
GTF3A,0.03282822499335369,0.0860037872292504,616,0.041954471541506014,healthy,aging,aida,B
GZF1,0.013170736552760716,0.0998396584849625,616,0.019127501493668406,healthy,aging,aida,B
HBP1,0.008967092459042926,0.10521442335354271,616,0.01400971169028956,healthy,aging,aida,B
HES1,0.35635301615708914,0.03722472880979839,616,0.3846445562911823,healthy,aging,aida,B
HHEX,0.0009090250691529429,0.13333013848303235,616,0.007045766221354822,healthy,aging,aida,B
HIF1A,0.6087922820282047,0.02066069845597386,616,0.630499624337152,healthy,aging,aida,B
HIVEP1,0.2802501468958631,0.043572510128138814,616,0.3103636808777409,healthy,aging,aida,B
HIVEP2,0.003910196536192592,0.11609521902613115,616,0.008060050279442151,healthy,aging,aida,B
HIVEP3,0.04273533596031728,0.08167090720613031,616,0.053335702497349105,healthy,aging,aida,B
HMBOX1,0.0017055372360522435,0.12615339429430403,616,0.007045766221354822,healthy,aging,aida,B
HMG20A,0.0012039252134591872,0.130169587544804,616,0.007045766221354822,healthy,aging,aida,B
HMG20B,0.005885473179829991,0.11084863873299239,616,0.010475814378583187,healthy,aging,aida,B
HMGA1,0.7292070927132464,-0.01397571364310276,616,0.7443503709964288,healthy,aging,aida,B
HMGN3,0.701720899074397,0.015461930598626777,616,0.7185891899175316,healthy,aging,aida,B
HOXB2,0.42365161306065713,0.032294219017282404,616,0.45043823751374357,healthy,aging,aida,B
HSF1,0.000613477048711008,0.13764286127624026,616,0.007045766221354822,healthy,aging,aida,B
IKZF1,0.0021097006695570803,0.12364414014523777,616,0.007045766221354822,healthy,aging,aida,B
IKZF2,0.01333438398007482,0.09966304520173207,616,0.019277537020967895,healthy,aging,aida,B
IKZF3,0.02242315821166935,0.09198136882320392,616,0.029975728236938733,healthy,aging,aida,B
IKZF5,0.00251301743758246,0.12154575967238117,616,0.007163140532260229,healthy,aging,aida,B
IRF1,0.28590445084495586,0.043064188442353754,616,0.3160777579410498,healthy,aging,aida,B
IRF2,0.001729852674837857,0.12598774551702582,616,0.007045766221354822,healthy,aging,aida,B
IRF3,0.03643848750631583,0.08431022042462988,616,0.04619879665979328,healthy,aging,aida,B
IRF4,0.0030183256594545176,0.11931334004010861,616,0.007529496163748068,healthy,aging,aida,B
IRF5,0.7538214865203354,0.012660691912832787,616,0.7682486920039783,healthy,aging,aida,B
IRF7,0.1856936007957828,0.05339277872734835,616,0.2103868987739454,healthy,aging,aida,B
IRF8,0.00047144062494311744,0.1404634611739499,616,0.007045766221354822,healthy,aging,aida,B
IRF9,0.01165873857240246,0.10157007321942246,616,0.0174063877284233,healthy,aging,aida,B
JAZF1,0.0008346687909944913,0.13427675794890762,616,0.007045766221354822,healthy,aging,aida,B
JDP2,0.7914131394496648,-0.010677425913474592,616,0.8052754715100889,healthy,aging,aida,B
JUN,0.11827884312188267,0.0630017687434785,616,0.13817217688278433,healthy,aging,aida,B
JUNB,0.689164132101178,0.016147789975638236,616,0.7079998077373839,healthy,aging,aida,B
JUND,0.46242150202067,0.029662301062750623,616,0.4867995713199475,healthy,aging,aida,B
KAT7,0.0018915199279092292,0.12493777210160092,616,0.007045766221354822,healthy,aging,aida,B
KCMF1,0.0019703771483675736,0.12445515409370388,616,0.007045766221354822,healthy,aging,aida,B
KDM2A,0.05697364013537084,0.07673747012162709,616,0.06974359395881602,healthy,aging,aida,B
KDM2B,0.0008070548517901034,0.13464829292928868,616,0.007045766221354822,healthy,aging,aida,B
KDM5B,0.001988754592078662,0.12434522657618288,616,0.007045766221354822,healthy,aging,aida,B
KIN,0.0008777417202192752,0.13371933992733645,616,0.007045766221354822,healthy,aging,aida,B
KLF10,0.7191106606730897,0.014519342578733973,616,0.7352187394721669,healthy,aging,aida,B
KLF11,0.003062695946264648,0.11913395353289027,616,0.007529496163748068,healthy,aging,aida,B
KLF12,0.1737882964793238,0.054871420672905374,616,0.19735715805287166,healthy,aging,aida,B
KLF13,0.018350666825096968,0.09500323288403656,616,0.025491469785297746,healthy,aging,aida,B
KLF16,0.04029249152110683,0.0826530393458508,616,0.05068287811414816,healthy,aging,aida,B
KLF2,0.3835072328504652,0.035172388990741175,616,0.41256081109671255,healthy,aging,aida,B
KLF3,0.013170665562365458,0.09983973551896215,616,0.019127501493668406,healthy,aging,aida,B
KLF4,0.10685211372712636,0.0650329755686278,616,0.12597509349009914,healthy,aging,aida,B
KLF6,0.1409294903119068,0.05939046619521426,616,0.16225935911587108,healthy,aging,aida,B
KLF7,0.0025452984003261014,0.12139140921505373,616,0.007163140532260229,healthy,aging,aida,B
KLF9,0.011984234812799362,0.10118146236911577,616,0.017726680660599056,healthy,aging,aida,B
KMT2A,0.011779265540640097,0.1014250695540543,616,0.017463922692503533,healthy,aging,aida,B
KMT2B,0.011718896959408774,0.10149753286973853,616,0.01745541994653195,healthy,aging,aida,B
L3MBTL3,0.002308258403198254,0.12256918203592174,616,0.007045766221354822,healthy,aging,aida,B
LCOR,0.0032637833085872223,0.11834949063630847,616,0.007529496163748068,healthy,aging,aida,B
LCORL,0.002671159188373124,0.12080618191960377,616,0.007294319322095839,healthy,aging,aida,B
LEF1,0.0012878822362285614,0.12940096797415318,616,0.007045766221354822,healthy,aging,aida,B
LIN54,0.008331675061503372,0.10621601941717838,616,0.01327665926259515,healthy,aging,aida,B
LYL1,0.041380280727583776,0.08220965732178279,616,0.05184705761750203,healthy,aging,aida,B
MAX,0.0010356985134295105,0.13187114020738974,616,0.007045766221354822,healthy,aging,aida,B
MAZ,0.5372535101447058,-0.024905220481478942,616,0.561873965601419,healthy,aging,aida,B
MBD1,0.0014863232024765094,0.12775326207733284,616,0.007045766221354822,healthy,aging,aida,B
MBD2,0.5680034495188283,0.023049779565563772,616,0.5911306258021682,healthy,aging,aida,B
MBD4,0.1098566543656068,0.06448292713302456,616,0.12880440759563808,healthy,aging,aida,B
MBD6,0.002066678247703507,0.1238892109761699,616,0.007045766221354822,healthy,aging,aida,B
MBNL2,0.003785835005187398,0.11650121388236206,616,0.007931634650212285,healthy,aging,aida,B
MECP2,0.007310660092050839,0.10797819783749994,616,0.01210236217311007,healthy,aging,aida,B
MEF2A,0.12987003966235675,0.06109263512979728,616,0.1506115342000834,healthy,aging,aida,B
MEF2C,0.4924423208195473,0.02770799984726622,616,0.5175503996771229,healthy,aging,aida,B
MEF2D,0.0032873053165032263,0.11826061907869571,616,0.007529496163748068,healthy,aging,aida,B
MGA,0.003954147735285027,0.11595452926474417,616,0.00810064470630352,healthy,aging,aida,B
MLX,0.028086971436804938,0.08848826210842463,616,0.03692916614839168,healthy,aging,aida,B
MLXIP,0.00192110477898293,0.12475458525039915,616,0.007045766221354822,healthy,aging,aida,B
MNT,0.008989634815388649,0.1051800661896924,616,0.01401067474886182,healthy,aging,aida,B
MTERF1,0.0011525371022362324,0.13066478777264626,616,0.007045766221354822,healthy,aging,aida,B
MTERF3,0.0003093341085746396,0.14487129527874337,616,0.007045766221354822,healthy,aging,aida,B
MTERF4,0.03227773101959692,0.08627584563806492,616,0.04141660666972376,healthy,aging,aida,B
MTF1,0.0027375534172674504,0.12050752110290514,616,0.007358871305825263,healthy,aging,aida,B
MTF2,0.0008136786398139127,0.13455811179368163,616,0.007045766221354822,healthy,aging,aida,B
MXD1,0.0028606257112623146,0.11997095361724315,616,0.0074005661113223445,healthy,aging,aida,B
MXD3,0.011200017345481062,0.1021343729449636,616,0.016800026018221594,healthy,aging,aida,B
MXD4,0.01258464590721905,0.1004884901861353,616,0.018444010859433424,healthy,aging,aida,B
MXI1,0.06888008924914991,0.07334810252639579,616,0.08336056255720983,healthy,aging,aida,B
MYBL1,0.0014902454942941612,0.12772278229146564,616,0.007045766221354822,healthy,aging,aida,B
MYC,0.14567106880458705,0.05869202459825761,616,0.16651844895551185,healthy,aging,aida,B
MYNN,0.00174355218459237,0.1258953560734284,616,0.007045766221354822,healthy,aging,aida,B
MYSM1,0.0024731325357726162,0.1217389866215392,616,0.007163140532260229,healthy,aging,aida,B
MZF1,0.0015206597578222743,0.1274889070684847,616,0.007045766221354822,healthy,aging,aida,B
NCOA1,0.004029660754524598,0.11571608335778318,616,0.008148586146016514,healthy,aging,aida,B
NCOA2,0.0031025443426213302,0.11897485264558354,616,0.007529496163748068,healthy,aging,aida,B
NCOA3,0.1599375553703237,0.05669001365898111,616,0.18217486253411203,healthy,aging,aida,B
NFAT5,0.09693483652265611,0.06694015765431752,616,0.11513264040516218,healthy,aging,aida,B
NFATC1,0.0015487275589976168,0.1272768581454087,616,0.007045766221354822,healthy,aging,aida,B
NFATC2,0.003997707186248874,0.11581648433734569,616,0.008135461439531944,healthy,aging,aida,B
NFATC3,0.00024058730538328982,0.14744230501754052,616,0.007045766221354822,healthy,aging,aida,B
NFE2L1,0.004986071586098072,0.11300176470161043,616,0.009409042130394308,healthy,aging,aida,B
NFE2L2,0.0142857612901281,0.0986725933900478,616,0.020467716287874117,healthy,aging,aida,B
NFIC,0.0007268910652215507,0.13579769156028035,616,0.007045766221354822,healthy,aging,aida,B
NFKB1,0.6598063065015014,0.017770074652569356,616,0.6800261771846119,healthy,aging,aida,B
NFKB2,0.047280150406445245,0.07996324317957124,616,0.05866410895090973,healthy,aging,aida,B
NFX1,0.0038251839567761863,0.11637146294892743,616,0.007961864978436426,healthy,aging,aida,B
NFXL1,0.009462660525003578,0.10447625789075916,616,0.014640775001155657,healthy,aging,aida,B
NFYA,0.006692353438804803,0.10915568820036918,616,0.011407681665975253,healthy,aging,aida,B
NFYB,0.002344005784126824,0.12238468560672566,616,0.007045766221354822,healthy,aging,aida,B
NFYC,0.002117316946894764,0.12360123220742474,616,0.007045766221354822,healthy,aging,aida,B
NKRF,0.09458125147820542,0.06741545743224646,616,0.11275638002718893,healthy,aging,aida,B
NME2,0.003043518949462931,-0.11921119295655372,616,0.007529496163748068,healthy,aging,aida,B
NR1D2,0.002195309085913221,0.12316979045330467,616,0.007045766221354822,healthy,aging,aida,B
NR1H2,0.119354827787164,0.06281855621427683,616,0.13902797051396598,healthy,aging,aida,B
NR2C1,0.0015055289733261945,0.12760471484798008,616,0.007045766221354822,healthy,aging,aida,B
NR2C2,0.006712501261982309,0.10911581026654296,616,0.011407681665975253,healthy,aging,aida,B
NR3C1,0.017579955538991544,0.0956400986372615,616,0.024581163215351413,healthy,aging,aida,B
NR3C2,0.27257228259311067,0.044274007407082136,616,0.30291076274260476,healthy,aging,aida,B
NR4A1,0.3625104041592012,0.036751046745862395,616,0.39063094141269744,healthy,aging,aida,B
NR4A2,0.27809653442945054,0.04376794538528723,616,0.3085133428826717,healthy,aging,aida,B
NR4A3,0.4215998156938777,0.03243729683265897,616,0.44900380371397974,healthy,aging,aida,B
NRF1,0.022150911049526295,0.09216781678039149,616,0.029798804548731166,healthy,aging,aida,B
PA2G4,0.13632328626421114,0.06008644270418164,616,0.15752365266334706,healthy,aging,aida,B
PATZ1,0.005295559879039743,0.11222400376299943,616,0.00975420185707949,healthy,aging,aida,B
PAX5,0.0025992625486350638,0.12113732540616086,616,0.007221429428599156,healthy,aging,aida,B
PBX2,0.0010303118391849235,0.1319297374031344,616,0.007045766221354822,healthy,aging,aida,B
PBX3,0.002740862865080458,0.12049280760896926,616,0.007358871305825263,healthy,aging,aida,B
PBX4,0.322611377282086,0.03991740091206544,616,0.3511902386426796,healthy,aging,aida,B
PHF1,0.002555862349538861,0.12134128575927212,616,0.007163140532260229,healthy,aging,aida,B
PHF19,0.030111848510076505,0.08738631642122621,616,0.03895034655453216,healthy,aging,aida,B
PHF20,0.010720969969159062,0.10274597154629864,616,0.016233885806380667,healthy,aging,aida,B
PHF21A,0.003125834921857798,0.11888271998198499,616,0.007529496163748068,healthy,aging,aida,B
PIN1,0.013249078239943157,0.09975486972933195,616,0.0191976439803258,healthy,aging,aida,B
PKNOX1,0.0048889408769767755,0.11325484706850766,616,0.009393821695781691,healthy,aging,aida,B
PLAG1,0.8372670342834135,-0.008292119469868237,616,0.8478821472378784,healthy,aging,aida,B
PLAGL1,0.039664975407033384,0.08291343994271615,616,0.049991951252651545,healthy,aging,aida,B
PLSCR1,0.02023088792309647,0.09354236011440209,616,0.027682092896913587,healthy,aging,aida,B
POGK,0.0028120842815202076,0.12018002389233216,616,0.0074005661113223445,healthy,aging,aida,B
POU2AF1,0.9887569115216379,0.000568921765521002,616,0.9888898551089951,healthy,aging,aida,B
POU2F1,0.003098962294601993,0.11898907825752156,616,0.007529496163748068,healthy,aging,aida,B
POU2F2,0.005021080718725913,0.11291163492200317,616,0.009409042130394308,healthy,aging,aida,B
PPARA,0.9043466960041824,-0.004851704010859371,616,0.9086124823060888,healthy,aging,aida,B
PRDM1,0.001317822368949292,0.12913799957729902,616,0.007045766221354822,healthy,aging,aida,B
PRDM10,0.005021100729991329,0.11291158356600339,616,0.009409042130394308,healthy,aging,aida,B
PRDM15,0.02596394061249202,0.08971957355905937,616,0.03442107479539917,healthy,aging,aida,B
PRDM2,0.9888898551089951,-0.0005621941295503169,616,0.9888898551089951,healthy,aging,aida,B
PRDM4,0.3001185677429322,0.04181551866379466,616,0.3295165289038834,healthy,aging,aida,B
PRDM8,0.10045859511230891,0.06624546504534455,616,0.11909655338917513,healthy,aging,aida,B
PREB,0.0020731534502219746,0.1238520292323319,616,0.007045766221354822,healthy,aging,aida,B
PRMT3,0.007415435874113922,0.10778756436633058,616,0.01221253485453298,healthy,aging,aida,B
PRR12,0.0059710863032858075,0.11065944322981676,616,0.010569318968974046,healthy,aging,aida,B
PURA,0.010566978477538933,0.10294772359141953,616,0.016076902969398517,healthy,aging,aida,B
PURB,0.015969939284083613,0.09705346710710293,616,0.022627031491196072,healthy,aging,aida,B
RARA,0.008579812878346268,0.10581703465491692,616,0.013537038096946332,healthy,aging,aida,B
RBAK,0.007514622612084609,0.10760930769110733,616,0.012262798780132672,healthy,aging,aida,B
RBCK1,0.03660824890137713,0.08423416218896129,616,0.046322120887089084,healthy,aging,aida,B
RBPJ,0.0011102668783671066,0.13108762739680377,616,0.007045766221354822,healthy,aging,aida,B
RBSN,0.0017688983115831884,0.1257261637321656,616,0.007045766221354822,healthy,aging,aida,B
REL,0.41762815419755783,0.0327154152494471,616,0.44599921255033903,healthy,aging,aida,B
RELA,0.0018677795658703878,0.1250866788229521,616,0.007045766221354822,healthy,aging,aida,B
RELB,0.29790148518474946,0.04200764145895751,616,0.3282052569535429,healthy,aging,aida,B
REPIN1,0.0012964622305631085,0.12932503812848403,616,0.007045766221354822,healthy,aging,aida,B
REST,0.00084542035699935,0.13413516945752454,616,0.007045766221354822,healthy,aging,aida,B
REXO4,0.0011955842262276297,0.13024862442845964,616,0.007045766221354822,healthy,aging,aida,B
RFX1,0.028461706418446052,0.08827929454533519,616,0.0373450316250247,healthy,aging,aida,B
RFX3,0.002670448039817207,0.12080941734758968,616,0.007294319322095839,healthy,aging,aida,B
RFX5,0.0020836297786081997,0.12379209678059305,616,0.007045766221354822,healthy,aging,aida,B
RFX7,0.0026699909640416565,0.1208114972655806,616,0.007294319322095839,healthy,aging,aida,B
RLF,0.01686264727257651,0.09625516376858143,616,0.02373399032417707,healthy,aging,aida,B
RORA,0.5462131698936524,0.02435933188185758,616,0.5703108097419018,healthy,aging,aida,B
RREB1,0.005813512189922852,0.11100958843629105,616,0.01037663209318632,healthy,aging,aida,B
RUNX1,0.0023437953610993263,0.12238576408272096,616,0.007045766221354822,healthy,aging,aida,B
RUNX2,0.4282693696266777,0.03197368054467911,616,0.45383769020140474,healthy,aging,aida,B
RUNX3,0.30063871103437245,0.04177058216399046,616,0.3295165289038834,healthy,aging,aida,B
RXRB,0.0008408225968762034,0.1341955127572616,616,0.007045766221354822,healthy,aging,aida,B
SAFB,0.00269055058629232,0.12071826044798686,616,0.007316007764428905,healthy,aging,aida,B
SAFB2,0.0024172229179372008,0.12201469130633785,616,0.007116825198516193,healthy,aging,aida,B
SATB1,0.10567048266194184,0.0652526508576706,616,0.1248122706487631,healthy,aging,aida,B
SCML4,0.029958832478976367,0.0874673305108732,616,0.0388310222192006,healthy,aging,aida,B
SETBP1,0.30039134537362233,0.04179194625989738,616,0.3295165289038834,healthy,aging,aida,B
SETDB1,0.0030138617295575936,0.11933152006402939,616,0.007529496163748068,healthy,aging,aida,B
SETDB2,0.002161590326982462,0.12335456934049953,616,0.007045766221354822,healthy,aging,aida,B
SGSM2,0.07073784066991261,0.07286361002450689,616,0.08544703249163357,healthy,aging,aida,B
SKI,0.004532730294730579,0.11422357529228655,616,0.008884707540898281,healthy,aging,aida,B
SKIL,0.23428728113261924,0.04799164255288305,616,0.26218839342161765,healthy,aging,aida,B
