"gene","meta_p","meta_p_adj"
"ZNF484",7.85331469453705e-08,2.55565495144257e-07
"ZNF487",0.000102783051867939,0.000129831223412133
"ZNF490",7.82965498280532e-09,3.15376312594116e-08
"ZNF493",3.73293363942381e-07,1.06444048332085e-06
"ZNF506",4.00871823951191e-10,2.04338204067156e-09
"ZNF511",3.32300177295546e-13,2.8147779723858e-12
"ZNF512",8.27240615517024e-08,2.67691345245958e-07
"ZNF516",0.000201888394245688,0.000237891771726091
"ZNF518A",5.71597374242424e-06,1.12753454645081e-05
"ZNF518B",0.000859840789088134,0.000922287326843138
"ZNF524",3.27522180978608e-05,4.92775227949146e-05
"ZNF561",0.000893908592007249,0.000957047117093262
"ZNF562",4.4816051726918e-06,9.08945274461435e-06
"ZNF564",8.68963750202485e-07,2.22454720051836e-06
"ZNF580",1.04957652280011e-16,1.55014378752016e-15
"ZNF581",1.41998293955298e-08,5.34581812537593e-08
"ZNF585A",1.26814615337104e-09,5.98731298640755e-09
"ZNF586",0.00153678279174885,0.00159312406070243
"ZNF587",5.84493995321485e-06,1.14359231417572e-05
"ZNF592",1.94356660465103e-06,4.51409017854432e-06
"ZNF598",0.00183726023188035,0.00189313397775149
"ZNF600",0.000164697483756457,0.000199297795469999
"ZNF609",0.000208650015062036,0.00024527022178721
"ZNF611",3.72046527128424e-06,7.79268362276264e-06
"ZNF621",0.000401226413220005,0.000452263041124703
"ZNF639",1.59325315835654e-05,2.68337374038997e-05
"ZNF641",1.58487012526925e-05,2.67708267494161e-05
"ZNF644",0.000107673541726653,0.000134826000075114
"ZNF652",0.000281568485410917,0.000324366895193376
"ZNF654",1.19039735415785e-06,2.94278487551467e-06
"ZNF655",4.93689201460137e-10,2.45142224173309e-09
"ZNF664",3.38381055326841e-09,1.49928836821739e-08
"ZNF672",3.82279808923815e-05,5.57451063139538e-05
"ZNF675",4.30423329775266e-09,1.8364728737078e-08
"ZNF687",0.000175784772350273,0.000211382106208261
"ZNF688",9.19088075907282e-10,4.44869522455962e-09
"ZNF689",5.43109512251098e-05,7.50194434188567e-05
"ZNF699",3.03334434421e-08,1.10582679890187e-07
"ZNF7",1.01230044060309e-09,4.81888474204445e-09
"ZNF700",4.46935216829067e-06,9.08945274461435e-06
"ZNF703",4.32761194179853e-19,1.1870021326076e-17
"ZNF706",2.02617330677423e-19,7.29422390438724e-18
"ZNF708",1.05908743931281e-06,2.67558932036922e-06
"ZNF710",2.99089859276155e-05,4.59402023848174e-05
"ZNF714",2.86649782553327e-05,4.41471322862878e-05
"ZNF721",0.000537182512556104,0.000591619746142095
"ZNF736",2.27367613409803e-06,5.09586557681115e-06
"ZNF746",8.88388540509013e-05,0.000114991415580493
"ZNF75A",2.74093627610127e-08,1.01203800963739e-07
"ZNF75D",3.24916333024985e-05,4.91212094022024e-05
"ZNF76",2.15365329896435e-10,1.21618068647399e-09
"ZNF766",6.54876037782628e-07,1.72241368841458e-06
"ZNF770",7.03358951002631e-05,9.37811934670174e-05
"ZNF780B",3.12353263074175e-05,4.77229388675662e-05
"ZNF787",4.3258400354759e-05,6.16753430800524e-05
"ZNF789",2.11161880522202e-07,6.40153911477835e-07
"ZNF791",1.78010713461771e-07,5.51258983623549e-07
"ZNF800",5.75174313534051e-08,1.94882590938596e-07
"ZNF808",3.81332543357165e-06,7.9295142589793e-06
"ZNF814",0.000181911995470404,0.000217840560064351
"ZNF821",5.91342143452813e-07,1.56964550520194e-06
"ZNF83",6.60466798709817e-06,1.25969826508892e-05
"ZNF830",6.12687312684089e-08,2.05179007038393e-07
"ZNF841",5.45976107277681e-11,3.3455557211909e-10
"ZNF846",7.61047839336478e-08,2.49070201964665e-07
"ZNF880",0.00144341752801233,0.0015034511684179
"ZNF91",0.00192091901609717,0.00197228048711581
"ZNF92",5.50306186939481e-07,1.4881519421462e-06
"ZSCAN16",2.97159916366309e-16,3.80364692948876e-15
"ZSCAN18",2.44572360660042e-07,7.18598262824275e-07
"ZXDC",6.14920943864849e-05,8.35364301099417e-05
"ZZZ3",1.87986356950717e-05,3.11149832194291e-05
