"gene","meta_p","meta_p_adj"
"ZNF37A",3.96420466840965e-17,1.74259830215508e-16
"ZNF384",1.85026782916626e-16,5.52462045218039e-16
"ZNF394",0.00262554167005867,0.00266768519606282
"ZNF397",1.38044216918935e-17,8.48368828249378e-17
"ZNF398",1.2623728184912e-15,2.61137906570239e-15
"ZNF407",6.13035125585489e-15,1.05448705025982e-14
"ZNF41",4.19766402107721e-14,6.34157834210471e-14
"ZNF410",4.12847227328946e-16,1.07544154279516e-15
"ZNF414",1.83035410752187e-17,1.0163282018082e-16
"ZNF417",2.69393930256267e-15,5.07518922179217e-15
"ZNF426",4.89763744357498e-13,6.76900546240821e-13
"ZNF428",3.45698349915728e-12,4.44457764718022e-12
"ZNF429",6.20607775021368e-13,8.44827358254894e-13
"ZNF43",8.13331535951052e-15,1.36562032428917e-14
"ZNF430",2.8010886978445e-15,5.24582587495731e-15
"ZNF431",4.73993807873815e-17,1.94071245038392e-16
"ZNF439",1.00432034529935e-15,2.1814071361041e-15
"ZNF44",1.1108545074781e-16,3.60600463196738e-16
"ZNF441",1.02743893606186e-11,1.2827787899944e-11
"ZNF444",2.35634783301389e-12,3.05649216864302e-12
"ZNF445",6.91981688290328e-17,2.59186040643655e-16
"ZNF45",7.77991072138774e-16,1.77786407459872e-15
"ZNF451",2.2434410639673e-12,2.93408717663492e-12
"ZNF460",1.7562703453143e-15,3.49597210246526e-15
"ZNF468",2.67657312184834e-13,3.77343159494432e-13
"ZNF480",1.84775124812986e-17,1.0170665565793e-16
"ZNF484",1.59665018287955e-14,2.54579235708502e-14
"ZNF487",8.23540915779986e-12,1.03638449242293e-11
"ZNF490",7.84651374054222e-16,1.78663424379972e-15
"ZNF493",5.49165267915821e-17,2.18629946283468e-16
"ZNF496",1.05487191838037e-26,3.51438907544619e-25
"ZNF506",2.518986473075e-17,1.29635645321665e-16
"ZNF507",2.54784529963636e-16,7.04273395052322e-16
"ZNF511",3.54623666515024e-17,1.61310001074084e-16
"ZNF512",4.29413906113214e-18,3.44074686797043e-17
"ZNF516",1.70993315321371e-16,5.17888844968554e-16
"ZNF518A",3.31327925343035e-17,1.51978678798653e-16
"ZNF518B",6.1176176620079e-15,1.05448705025982e-14
"ZNF524",9.78743558896387e-19,9.24693541464795e-18
"ZNF529",2.61665921408666e-12,3.38720916670114e-12
"ZNF544",1.89544515585205e-15,3.72613907967189e-15
"ZNF548",3.90048575805533e-14,5.9637861952875e-14
"ZNF549",2.76430538721396e-15,5.19230062346124e-15
"ZNF550",4.05291393258159e-16,1.06012170220006e-15
"ZNF557",3.07781424412575e-15,5.64712004791769e-15
"ZNF559",3.46157469203768e-12,4.44457764718022e-12
"ZNF561",9.52935553537810e-11,1.14678366043619e-10
"ZNF562",8.59556464687371e-15,1.43184011091344e-14
"ZNF564",1.9428925507123e-15,3.80758818761884e-15
"ZNF567",8.39790849104801e-11,1.01641989958573e-10
"ZNF568",2.39044939156145e-14,3.70419863529486e-14
"ZNF569",1.00417555909832e-16,3.39588104946157e-16
"ZNF570",1.03673616208318e-15,2.23844038348476e-15
"ZNF571",1.33655254166972e-12,1.77366406473152e-12
"ZNF574",1.20441669434973e-10,1.44120182896669e-10
"ZNF580",2.66951446651656e-18,2.2234245490855e-17
"ZNF581",5.83780822073726e-13,7.98127992165591e-13
"ZNF585A",1.6296520456974e-15,3.26446121812169e-15
"ZNF585B",3.00773799207841e-14,4.62111201210105e-14
"ZNF587",7.16972148524595e-13,9.69750790632625e-13
"ZNF587B",1.47079027642596e-14,2.3569879619687e-14
"ZNF592",2.63014114760444e-16,7.23860585405917e-16
"ZNF595",4.32722144576467e-17,1.83834307058325e-16
"ZNF600",4.8538608821467e-17,1.96954739640953e-16
"ZNF606",1.24693728211402e-14,2.01869897590327e-14
"ZNF609",7.95687431457155e-18,5.53483674848768e-17
"ZNF611",1.00857130694909e-16,3.39588104946157e-16
"ZNF614",1.62449891915928e-15,3.26446121812169e-15
"ZNF615",3.01949443728918e-13,4.21929355144382e-13
"ZNF621",1.52027345883945e-15,3.0943186477343e-15
"ZNF623",1.27986175605173e-13,1.84966322278709e-13
"ZNF626",2.81067223969859e-17,1.37112436319758e-16
"ZNF639",1.47285616149303e-10,1.75577768403972e-10
"ZNF641",2.20804691037021e-17,1.18157941516299e-16
"ZNF644",1.37271563755737e-06,1.5007409301793e-06
"ZNF649",1.14024129943469e-14,1.85545692170221e-14
"ZNF652",1.08766860601861e-16,3.56732760419577e-16
"ZNF654",2.82202409887165e-15,5.26944322886653e-15
"ZNF655",5.87166565650321e-17,2.30854929227735e-16
"ZNF66",8.28341404597583e-15,1.38714314579437e-14
"ZNF664",8.50974233293248e-17,2.97605905897583e-16
"ZNF669",9.22512702614334e-13,1.23718334905694e-12
"ZNF672",1.10764500871646e-14,1.807060027107e-14
"ZNF675",3.37600218960112e-15,6.12323606308741e-15
"ZNF677",4.32913314896932e-15,7.65880563739101e-15
"ZNF678",3.29017537322322e-16,8.90034620192436e-16
"ZNF680",2.58557110504106e-15,4.88557167012235e-15
"ZNF682",3.40469562683093e-15,6.14009211334466e-15
"ZNF683",1.98314919882251e-23,3.92291700892078e-22
"ZNF687",4.53751200604854e-15,7.97845861063535e-15
"ZNF688",2.91605295368622e-17,1.39837993915407e-16
"ZNF692",4.07856165038391e-21,5.86756710157504e-20
"ZNF699",8.37940524666747e-15,1.39951544093417e-14
"ZNF7",2.09588273926349e-14,3.29204410410369e-14
"ZNF700",1.0774824104794e-15,2.29645241021367e-15
"ZNF701",9.41615988460542e-15,1.54816343037798e-14
"ZNF706",9.2679628770998e-16,2.05126590951195e-15
"ZNF708",1.2564126021389e-16,3.97654588576963e-16
"ZNF710",4.56397381904444e-15,8.00275741677321e-15
"ZNF714",3.93987581362920e-11,4.82387116059436e-11
"ZNF717",2.4688581719361e-15,4.67900366118428e-15
"ZNF718",6.00422617137065e-17,2.34609578177631e-16
"ZNF721",2.38486874468854e-17,1.23739501261299e-16
"ZNF736",2.91870370893562e-15,5.40216212794225e-15
"ZNF737",2.69036195423498e-16,7.37229054991663e-16
"ZNF740",4.33578780251711e-16,1.1114361455385e-15
"ZNF746",4.77062864027998e-15,8.34201085441223e-15
"ZNF75A",1.10201746402792e-15,2.32525684909892e-15
"ZNF75D",5.10605212484833e-16,1.26750235099176e-15
"ZNF76",8.64303950855892e-16,1.91966456453256e-15
"ZNF765",2.01475088202023e-15,3.90011409271806e-15
"ZNF766",1.36139764619235e-14,2.18946905996605e-14
"ZNF770",4.75213949146142e-17,1.94071245038392e-16
"ZNF780A",1.43259629049803e-13,2.06098511792103e-13
"ZNF780B",9.9477652311081e-15,1.63133041225166e-14
"ZNF782",2.24038629907151e-14,3.48443372803997e-14
"ZNF790",4.8144020993363e-14,7.22160314900446e-14
"ZNF791",9.35046397835807e-16,2.06231487745668e-15
"ZNF800",2.43461803038346e-11,3.02179061418183e-11
"ZNF805",3.97303847389439e-14,6.06008037102446e-14
"ZNF808",2.22129463514053e-17,1.18157941516299e-16
"ZNF814",6.63631324580317e-17,2.52369876033378e-16
"ZNF827",2.01992451251052e-19,2.25228860337109e-18
"ZNF83",3.26708171356329e-20,3.90200514091616e-19
"ZNF830",1.73736482766293e-16,5.23691398052683e-16
"ZNF831",1.77889204355581e-20,2.29803808892005e-19
"ZNF836",3.34330825567499e-27,1.32269632865142e-25
"ZNF84",2.19978984990208e-14,3.43819006169881e-14
"ZNF841",4.5640304515624e-17,1.90067847094671e-16
"ZNF844",4.45307863845994e-14,6.7069387312407e-14
"ZNF846",2.01327546041654e-12,2.64948724832363e-12
"ZNF880",6.30413442669689e-13,8.56334139935437e-13
"ZNF91",7.09350575330292e-16,1.6508048315591e-15
"ZNF92",4.06461635672343e-20,4.76463361815913e-19
"ZSCAN18",3.02105790362897e-27,1.27488643533143e-25
"ZSCAN25",3.15608585259495e-15,5.77399521587457e-15
"ZSCAN26",6.01238911181318e-10,7.06093192537614e-10
"ZSCAN29",1.99370157974262e-15,3.87120582815055e-15
"ZSCAN30",2.4004110675696e-16,6.81372289583659e-16
"ZSCAN32",5.24253769110229e-13,7.18295748586092e-13
"ZXDC",4.111033479175e-14,6.25549084691773e-14
"ZZZ3",2.91937962728109e-13,4.09748847908854e-13
