gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
GTF3A,0.18100822633663727,-0.04544507190834063,868,0.18814155545335204,,aging,soundlife,NK
GZF1,0.003166924917234053,-0.10005799253149657,868,0.009875189520242146,,aging,soundlife,NK
HBP1,1.3148671879218257e-06,-0.16332683474852172,868,4.623949610858421e-05,,aging,soundlife,NK
HES4,0.0388973493093221,-0.07011462390364859,868,0.04327244659543214,,aging,soundlife,NK
HES6,0.16100736771097504,-0.04761814186316417,868,0.1676277364490908,,aging,soundlife,NK
HIF1A,4.6581806445196216e-07,-0.17006225571754668,868,2.1061631057006574e-05,,aging,soundlife,NK
HINFP,0.017094264079454587,-0.08092494029511833,868,0.02084907353043305,,aging,soundlife,NK
HIVEP1,0.0001668000230622388,-0.1274419460188412,868,0.0011172418685926264,,aging,soundlife,NK
HIVEP2,0.00013810363224028255,-0.1290169700140733,868,0.0009934045364556688,,aging,soundlife,NK
HIVEP3,0.011056078514762887,-0.0862081174712935,868,0.015726961123246983,,aging,soundlife,NK
HMBOX1,0.004426958015605248,-0.09651366264318303,868,0.011299453322089202,,aging,soundlife,NK
HMG20A,0.004863492584654817,-0.09549828708801837,868,0.01175034658811641,,aging,soundlife,NK
HMG20B,0.007255882661230329,-0.09107210029197597,868,0.012583489656325475,,aging,soundlife,NK
HMGA1,0.5061589068199501,-0.022595498036405356,868,0.5142834478603987,,aging,soundlife,NK
HMGN3,0.057050658663664204,-0.06461500597268273,868,0.061731738348887934,,aging,soundlife,NK
HOXB2,0.07432319514206857,-0.060605551681598965,868,0.07973997038123629,,aging,soundlife,NK
HOXB4,0.007155793508642015,-0.09122881361328695,868,0.01257882733347202,,aging,soundlife,NK
HSF1,0.00021168126678755567,-0.1254279318177398,868,0.0013220272921687416,,aging,soundlife,NK
HSF2,0.010189632519487209,-0.08716820243554546,868,0.014930642094526395,,aging,soundlife,NK
IKZF1,0.0023072178142865356,-0.10331226498524294,868,0.008178271838629195,,aging,soundlife,NK
IKZF2,0.0009780539357950944,-0.11171005052740295,868,0.004438575968143985,,aging,soundlife,NK
IKZF3,0.01832506330381772,-0.0800559438006272,868,0.021969252029008745,,aging,soundlife,NK
IKZF5,0.004019716255387105,-0.09754615173396332,868,0.010781696566356093,,aging,soundlife,NK
IRF1,1.3649914748984825e-07,-0.1777026088500527,868,1.093877466015801e-05,,aging,soundlife,NK
IRF2,0.04649290036589073,-0.06759534243845639,868,0.05082902578861629,,aging,soundlife,NK
IRF3,0.0037251940822834637,-0.09835371219721602,868,0.010594622116152759,,aging,soundlife,NK
IRF7,0.002312655069691352,-0.10328840891868699,868,0.008178271838629195,,aging,soundlife,NK
IRF8,1.787808070728514e-06,-0.1612794018450212,868,5.6584125438557476e-05,,aging,soundlife,NK
IRF9,0.0008148091724853799,-0.1134254000030774,868,0.003998249660335237,,aging,soundlife,NK
JAZF1,0.016018776975208874,-0.08173036960417736,868,0.019689098689916924,,aging,soundlife,NK
JUN,0.00041436436123049383,-0.11958391202026801,868,0.002300755184914139,,aging,soundlife,NK
JUNB,0.11940178066804094,-0.05289706591696143,868,0.12534216776595344,,aging,soundlife,NK
JUND,0.004953834349548859,-0.09529849138236106,868,0.011833121295337465,,aging,soundlife,NK
KAT7,0.0037576046545448947,-0.0982620633808784,868,0.010594622116152759,,aging,soundlife,NK
KCMF1,0.006181104873487401,-0.09286724863179042,868,0.012303897436847563,,aging,soundlife,NK
KDM2A,5.4670207803097455e-06,-0.15360665884317504,868,9.612844872044636e-05,,aging,soundlife,NK
KDM2B,0.004288450068110827,-0.09685480347633227,868,0.011188614426710953,,aging,soundlife,NK
KDM5B,1.1366654429344465e-05,-0.14837419762520376,868,0.0001598909389727788,,aging,soundlife,NK
KIN,0.003086610351185412,-0.10032534215068971,868,0.009769121761501829,,aging,soundlife,NK
KLF10,3.8339873729681046e-08,-0.1852745170261057,868,8.0897133569627e-06,,aging,soundlife,NK
KLF11,0.005924782613579367,-0.09333662615693857,868,0.01218069999381495,,aging,soundlife,NK
KLF12,0.0016388448304432532,-0.10672912062034239,868,0.006607571832296683,,aging,soundlife,NK
KLF13,0.002689100392475562,-0.10174980745094599,868,0.00910267672960979,,aging,soundlife,NK
KLF2,0.6570848911452936,0.015089242269930858,868,0.6633727848404638,,aging,soundlife,NK
KLF3,1.7637460879748692e-06,-0.1613702331065173,868,5.6584125438557476e-05,,aging,soundlife,NK
KLF4,2.0031391841071736e-06,-0.16051508911428505,868,5.9587636556983005e-05,,aging,soundlife,NK
KLF6,2.986668495159996e-05,-0.14118425290832026,868,0.0002934528121207916,,aging,soundlife,NK
KLF7,0.005622038855700658,-0.0939151426604276,868,0.012094753836144712,,aging,soundlife,NK
KLF9,0.0016584303150434434,-0.10661206330185084,868,0.006644217654572783,,aging,soundlife,NK
KMT2A,0.0004013390659784198,-0.11986769541037702,868,0.0022940712785234937,,aging,soundlife,NK
KMT2B,0.07989013524730444,-0.0594768850718195,868,0.0854230669113914,,aging,soundlife,NK
L3MBTL3,0.020503426024866524,-0.07863580511082445,868,0.02425919378269254,,aging,soundlife,NK
LCOR,0.0008336629428672872,-0.11321179772520844,868,0.0040283102506488,,aging,soundlife,NK
LCORL,0.007958377377663403,-0.09002365510277147,868,0.012884022711153284,,aging,soundlife,NK
LEF1,0.3412995617822303,-0.03233758257430343,868,0.34958353172840095,,aging,soundlife,NK
LIN54,0.00782847007183417,-0.0902111231837395,868,0.012872741699523302,,aging,soundlife,NK
MAF,0.042855027015934015,-0.0687547821799118,868,0.04717779495841084,,aging,soundlife,NK
MAFF,1.732111067571359e-05,-0.14528086405711788,868,0.00019945270871917303,,aging,soundlife,NK
MAX,0.0016197774765876357,-0.10684432236492392,868,0.006572558606922906,,aging,soundlife,NK
MAZ,0.11878636826780509,-0.052985205677687046,868,0.1249032742749512,,aging,soundlife,NK
MBD1,0.015454184905456948,-0.08217237282114806,868,0.019219055098534867,,aging,soundlife,NK
MBD2,0.013326771426815334,-0.08397669798440857,868,0.01732206635148687,,aging,soundlife,NK
MBD4,0.00414357695516987,-0.09722246431877955,868,0.010928853402063008,,aging,soundlife,NK
MBD6,0.01137249724235743,-0.08587409579547228,868,0.015997312787582783,,aging,soundlife,NK
MBNL2,0.012062871545010638,-0.08517299199579949,868,0.016534086732456245,,aging,soundlife,NK
MECP2,0.020360106894307322,-0.07872509312273199,868,0.024134733453364296,,aging,soundlife,NK
MEF2A,2.6859396389564484e-05,-0.14199106930480704,868,0.0002742257728160374,,aging,soundlife,NK
MEF2C,1.4219480444103193e-05,-0.14673758143657248,868,0.00018369247185953715,,aging,soundlife,NK
MEF2D,0.0007897227851951572,-0.11371682615305342,868,0.003905425961160426,,aging,soundlife,NK
MGA,0.0036140801950172593,-0.09867350474439064,868,0.010409958752116142,,aging,soundlife,NK
MLX,0.02199536454889132,-0.0777372204798771,868,0.025641005081856735,,aging,soundlife,NK
MLXIP,9.63887714013422e-06,-0.14956825025028753,868,0.0001452716483263086,,aging,soundlife,NK
MNT,0.007635896706521855,-0.09049420843712991,868,0.012799329154832803,,aging,soundlife,NK
MTERF1,0.06701322790305031,-0.06219748712023864,868,0.07214179126297762,,aging,soundlife,NK
MTERF2,0.004861878095394796,-0.09550188800372492,868,0.01175034658811641,,aging,soundlife,NK
MTERF3,0.0054162441673959935,-0.09432463658993527,868,0.012094753836144712,,aging,soundlife,NK
MTERF4,0.003155176769726484,-0.10009671156135153,868,0.009875189520242146,,aging,soundlife,NK
MTF1,0.00899298813318998,-0.0886211351791044,868,0.013687666264032188,,aging,soundlife,NK
MTF2,7.38075348908515e-05,-0.13412057907741218,868,0.0005989765331526794,,aging,soundlife,NK
MXD1,0.007008425099153179,-0.0914631670865159,868,0.012496712923278766,,aging,soundlife,NK
MXD4,0.018287965174626147,-0.0800813798608095,868,0.02196637942227391,,aging,soundlife,NK
MXI1,0.022618219468500504,-0.0773776800697885,868,0.02607893064400878,,aging,soundlife,NK
MYBL1,0.00010664229459570506,-0.13114524898679175,868,0.0008438071559885164,,aging,soundlife,NK
MYC,0.6031227806914621,-0.01767115394759073,868,0.6118216669514351,,aging,soundlife,NK
MYNN,0.004723368969676589,-0.09581491046193084,868,0.01157080212973364,,aging,soundlife,NK
MYSM1,0.0044707196632326205,-0.09640788574430285,868,0.011365323481229914,,aging,soundlife,NK
MZF1,2.553387142365844e-05,-0.14237429124727194,868,0.000264966239527472,,aging,soundlife,NK
NACC2,0.004562489484264667,-0.09618907499907263,868,0.011415240488298554,,aging,soundlife,NK
NCOA1,0.00027108474983046204,-0.12330531142684592,868,0.001649967756179639,,aging,soundlife,NK
NCOA2,0.0013109220524351246,-0.10890829008544439,868,0.005644990878853291,,aging,soundlife,NK
NCOA3,0.0009085788957235509,-0.11240500888675002,868,0.004228900301419174,,aging,soundlife,NK
NFAT5,0.00041822472229605047,-0.11950140328333861,868,0.002300755184914139,,aging,soundlife,NK
NFATC1,0.007207982519010549,-0.0911468560369249,868,0.012583489656325475,,aging,soundlife,NK
NFATC2,0.010509697672892396,-0.08680539180609069,868,0.015155352539693792,,aging,soundlife,NK
NFATC3,0.0032700709931364263,-0.09972354829924039,868,0.010097341164172477,,aging,soundlife,NK
NFE2L1,0.012793817344380108,-0.08446836995450524,868,0.01704944500840549,,aging,soundlife,NK
NFE2L2,1.754439545781725e-07,-0.17616717655557385,868,1.2021525248938247e-05,,aging,soundlife,NK
NFE2L3,0.36851152972012335,-0.030559951954520635,868,0.37684620082849446,,aging,soundlife,NK
NFIC,0.0001724906271628601,-0.12716018355081238,868,0.001125634711279283,,aging,soundlife,NK
NFIL3,0.012221254474156614,-0.0850171697174057,868,0.016672530349442105,,aging,soundlife,NK
NFKB1,1.942891332242649e-05,-0.14442659273578395,868,0.00021576319531747313,,aging,soundlife,NK
NFKB2,1.3562487080904183e-07,-0.17774174125033312,868,1.093877466015801e-05,,aging,soundlife,NK
NFX1,0.005616712944742843,-0.0939255687811596,868,0.012094753836144712,,aging,soundlife,NK
NFYA,0.00409433853194664,-0.09735007636213548,868,0.01088956424673203,,aging,soundlife,NK
NFYB,0.008865852654104922,-0.08878547288826344,868,0.013687666264032188,,aging,soundlife,NK
NFYC,0.011695822350849613,-0.0855411856267952,868,0.016288026589128136,,aging,soundlife,NK
NME2,0.31693491373077537,0.03400774606946622,868,0.3251536473121245,,aging,soundlife,NK
NR1D2,2.1513698902460298e-05,-0.14366429174111853,868,0.00023081646449588762,,aging,soundlife,NK
NR1H2,0.001397246374340741,-0.10828978688279553,868,0.005857330827534364,,aging,soundlife,NK
NR2C1,0.005360466652485399,-0.09443803787666354,868,0.012094753836144712,,aging,soundlife,NK
NR2C2,0.008574019922867418,-0.08917079842689367,868,0.013400875583148337,,aging,soundlife,NK
NR3C1,5.820477693159644e-05,-0.1360082672764814,868,0.0005047071753109663,,aging,soundlife,NK
NR3C2,0.0367605141885273,-0.0708983374863548,868,0.0410395158401019,,aging,soundlife,NK
NR4A1,0.00017644482416975175,-0.12696949118052547,868,0.0011396895275454374,,aging,soundlife,NK
NR4A2,1.4030051410581771e-05,-0.14683609220197336,868,0.00018369247185953715,,aging,soundlife,NK
NR4A3,2.5179728042641365e-05,-0.1424798752399536,868,0.000264966239527472,,aging,soundlife,NK
NRF1,0.004734340839812026,-0.0957898142840984,868,0.01157080212973364,,aging,soundlife,NK
PA2G4,0.0962924739351912,-0.05648560806878433,868,0.10209905527801681,,aging,soundlife,NK
PATZ1,0.002944744179300638,-0.1008134499491176,868,0.009646087646304854,,aging,soundlife,NK
PBX2,0.0069850085810207385,-0.09150081135326459,868,0.012496712923278766,,aging,soundlife,NK
PBX3,0.00722084488315046,-0.09112673867621736,868,0.012583489656325475,,aging,soundlife,NK
PCGF6,0.04320469420396004,-0.06863981008556666,868,0.047480158734560254,,aging,soundlife,NK
PHF1,3.6515110341669165e-07,-0.1716047520532968,868,1.9261720705230484e-05,,aging,soundlife,NK
PHF19,0.8347601951775487,-0.007090487792508711,868,0.8374060278088563,,aging,soundlife,NK
PHF20,1.3464218582839066e-07,-0.17778601781590872,868,1.093877466015801e-05,,aging,soundlife,NK
PHF21A,0.0027608884679143288,-0.10147893959013142,868,0.00924678518618926,,aging,soundlife,NK
PIN1,0.01792405115442158,-0.08033331535613629,868,0.021652527444177214,,aging,soundlife,NK
PKNOX1,0.015168631371082245,-0.08240135247884554,868,0.0190516068871422,,aging,soundlife,NK
PLSCR1,0.0009959202533607763,-0.11153872226504825,868,0.004471046243811145,,aging,soundlife,NK
POGK,0.015820039029166972,-0.08188437305269895,868,0.019520632954118308,,aging,soundlife,NK
POU2F1,0.0052746520335533315,-0.09461460216440787,868,0.012094753836144712,,aging,soundlife,NK
POU2F2,0.01490402999589425,-0.08261693893475687,868,0.018888665857652108,,aging,soundlife,NK
PRDM1,0.6789292431808044,-0.01406909917585878,868,0.6843347307857471,,aging,soundlife,NK
PRDM10,0.00643195375303644,-0.09242453809209164,868,0.012496712923278766,,aging,soundlife,NK
PRDM2,4.8266380790947665e-05,-0.1374792780866488,868,0.00043646598629528386,,aging,soundlife,NK
PRDM4,0.010534526251919855,-0.08677765924354451,868,0.015155352539693792,,aging,soundlife,NK
PRDM8,0.633023145519944,-0.016228913719038018,868,0.6411258417825992,,aging,soundlife,NK
PREB,0.015741609783511298,-0.08194561617773885,868,0.019499137197366827,,aging,soundlife,NK
PRMT3,0.016060028836798582,-0.08169861356948965,868,0.019701547003281982,,aging,soundlife,NK
PRR12,0.012751234750421482,-0.0845084301417407,868,0.01702854767303122,,aging,soundlife,NK
PURA,0.00032066707426224827,-0.1218445522032309,868,0.0019149269623396526,,aging,soundlife,NK
PURB,0.010043346251581448,-0.08733740872971593,868,0.014799115066620471,,aging,soundlife,NK
RARA,3.45542653845444e-05,-0.14006874985009052,868,0.0003264604475883075,,aging,soundlife,NK
RBAK,0.00832904757560137,-0.08950339627124929,868,0.013147848167969245,,aging,soundlife,NK
RBCK1,0.0030108513914755292,-0.10058339552831384,868,0.009646087646304854,,aging,soundlife,NK
RBPJ,0.00028069132054837686,-0.12300377148045938,868,0.001692167675305929,,aging,soundlife,NK
RBSN,0.007170377098596043,-0.09120585777565765,868,0.01257882733347202,,aging,soundlife,NK
REL,5.673759804493284e-07,-0.16880255068288438,868,2.394326637496166e-05,,aging,soundlife,NK
RELA,0.004532496541424556,-0.0962601471542299,868,0.01138860780330339,,aging,soundlife,NK
RELB,8.571783167904256e-06,-0.15041238940319204,868,0.00013564846863208487,,aging,soundlife,NK
REPIN1,0.0003617517989061358,-0.12078620449583337,868,0.0021202674880331845,,aging,soundlife,NK
REST,0.00042162338301744094,-0.1194293482251696,868,0.002300755184914139,,aging,soundlife,NK
REXO4,0.0022004515285361155,-0.10379143479647066,868,0.008145531096861761,,aging,soundlife,NK
RFX1,0.19390161837485612,-0.04413723218413148,868,0.2005551052798757,,aging,soundlife,NK
RFX2,0.42327079061925466,-0.02721373673213406,868,0.43075628691637974,,aging,soundlife,NK
RFX3,0.014919957233532472,-0.0826038672433017,868,0.018888665857652108,,aging,soundlife,NK
RFX5,0.00895697939155676,-0.08866746941079798,868,0.013687666264032188,,aging,soundlife,NK
RFX7,0.006564125538226063,-0.09219747831037037,868,0.012496712923278766,,aging,soundlife,NK
RLF,0.00021302809447268822,-0.1253739180821414,868,0.0013220272921687416,,aging,soundlife,NK
RORA,0.0009816755695737092,-0.11167508857541529,868,0.004438575968143985,,aging,soundlife,NK
RREB1,0.002144488618195943,-0.10405116002781573,868,0.008080126757845429,,aging,soundlife,NK
RUNX1,0.030576042130590394,-0.07340835945401585,868,0.034685725212658995,,aging,soundlife,NK
RUNX2,0.12258906426258345,-0.05244617982884724,868,0.12826260773258732,,aging,soundlife,NK
RUNX3,1.163752746897126e-05,-0.14820288773486798,868,0.000160142497562148,,aging,soundlife,NK
RXRB,0.007933717276876587,-0.09005903042518465,868,0.012884022711153284,,aging,soundlife,NK
SAFB,0.0056159296921012725,-0.09392710284473868,868,0.012094753836144712,,aging,soundlife,NK
SAFB2,0.000478317956682305,-0.11830099393971162,868,0.002481764480163107,,aging,soundlife,NK
SATB1,3.0133385130886974e-05,-0.14111646934454805,868,0.0002934528121207916,,aging,soundlife,NK
SCMH1,0.6557600628645166,-0.015151541786058119,868,0.6630928431201901,,aging,soundlife,NK
SCML4,3.4991420948918367e-07,-0.17187336015578536,868,1.9261720705230484e-05,,aging,soundlife,NK
SETBP1,0.038630413705063954,-0.07021049828433573,868,0.04305114766779134,,aging,soundlife,NK
SETDB1,0.008980130427246588,-0.08863766081011484,868,0.013687666264032188,,aging,soundlife,NK
SETDB2,0.015717433780081558,-0.08196454854322663,868,0.019499137197366827,,aging,soundlife,NK
SGSM2,0.032776072895972876,-0.07246950335761555,868,0.03698262770615121,,aging,soundlife,NK
SKI,0.015928485282727726,-0.0818001281599825,868,0.019616208529118,,aging,soundlife,NK
SKIL,2.541652744136716e-06,-0.15890325677916475,868,5.9587636556983005e-05,,aging,soundlife,NK
SLC2A4RG,0.184325095479413,-0.045102222477432674,868,0.19127505809584988,,aging,soundlife,NK
SMAD3,2.0635451785252525e-08,-0.18885711582981088,868,6.531120490032424e-06,,aging,soundlife,NK
SMAD4,0.00918759221939611,-0.0883735538522595,868,0.013913267643248177,,aging,soundlife,NK
SMAD5,0.0038328095807250895,-0.09805213550679166,868,0.010594622116152759,,aging,soundlife,NK
SMYD3,0.0021941132797690965,-0.10382054526043517,868,0.008145531096861761,,aging,soundlife,NK
SNAI1,0.0004366251012633047,-0.11911763018030637,868,0.002362253752988649,,aging,soundlife,NK
SNAPC2,0.012486438206518652,-0.08476022784692566,868,0.01678113669793271,,aging,soundlife,NK
SNAPC5,0.013493658781965014,-0.08382630463760299,868,0.01743160409996705,,aging,soundlife,NK
SON,0.01964584711160511,-0.07917841350335189,868,0.023419625652817393,,aging,soundlife,NK
SOX13,0.009650716979355661,-0.08780263417859019,868,0.01440779209417956,,aging,soundlife,NK
SOX4,0.03083444832880942,-0.07329514188747668,868,0.034853938914529224,,aging,soundlife,NK
SP1,0.005610660538358058,-0.09393742791936667,868,0.012094753836144712,,aging,soundlife,NK
SP100,2.4025848564399407e-06,-0.15928561523674087,868,5.9587636556983005e-05,,aging,soundlife,NK
SP110,0.0004926062443827221,-0.11803633582128896,868,0.0025146754249537346,,aging,soundlife,NK
SP140,0.015174506485239067,-0.08239660331195703,868,0.0190516068871422,,aging,soundlife,NK
SP140L,0.00016534182004945936,-0.12751559944265548,868,0.0011172418685926264,,aging,soundlife,NK
SP2,0.003385211079575453,-0.09936136231842858,868,0.010252816331919913,,aging,soundlife,NK
SP3,0.00045559250144533366,-0.1187374947370185,868,0.0024234458270159347,,aging,soundlife,NK
SP4,0.01525363403036786,-0.08233279729027908,868,0.0190516068871422,,aging,soundlife,NK
SPEN,0.0011845039530195675,-0.10988542428324578,868,0.005273690643709635,,aging,soundlife,NK
SPI1,0.28750882480122747,-0.03614130699762162,868,0.2959237172344341,,aging,soundlife,NK
SRCAP,0.01197674630021016,-0.0852584861858019,868,0.016525270927242906,,aging,soundlife,NK
SREBF1,0.007914541205585433,-0.09008660682557007,868,0.012884022711153284,,aging,soundlife,NK
SREBF2,0.006137837011429341,-0.09294523785206771,868,0.012303897436847563,,aging,soundlife,NK
STAT1,0.0008936518795045492,-0.11256072093303035,868,0.004190234368343553,,aging,soundlife,NK
STAT2,0.00573781169285379,-0.09369067333337279,868,0.012106782671921496,,aging,soundlife,NK
STAT3,0.0005840659617429972,-0.1164943814600967,868,0.0029111319195536793,,aging,soundlife,NK
STAT4,0.000486067931339474,-0.11815654394102376,868,0.0025014715490885124,,aging,soundlife,NK
STAT5A,0.00019954005708136465,-0.1259299380484739,868,0.0012630885613250382,,aging,soundlife,NK
STAT5B,0.01423417469677438,-0.08317814899643172,868,0.018239337212668384,,aging,soundlife,NK
STAT6,0.002653536132266561,-0.10188644934159669,868,0.009079396603917477,,aging,soundlife,NK
TBP,0.004399472597315387,-0.0965805827220664,868,0.01127476175749247,,aging,soundlife,NK
TBPL1,0.006181089536190081,-0.0928672761898188,868,0.012303897436847563,,aging,soundlife,NK
TBX21,0.12698985210684524,-0.051838415071251864,868,0.13264781581457596,,aging,soundlife,NK
TCF12,0.0071372800096800165,-0.09125801593734603,868,0.01257882733347202,,aging,soundlife,NK
TCF20,0.008928969928179703,-0.08870362554401487,868,0.013687666264032188,,aging,soundlife,NK
TCF4,0.053493930240056616,-0.06556337877487892,868,0.05808174586956404,,aging,soundlife,NK
TCF7,0.05528857574524775,-0.06507850445177933,868,0.059927514463599015,,aging,soundlife,NK
TERF1,0.0023525434237425813,-0.10311494950213862,868,0.00827311104016141,,aging,soundlife,NK
TERF2,0.007634080115418439,-0.09049690912390984,868,0.012799329154832803,,aging,soundlife,NK
TET2,0.00015200613883553592,-0.1282190089307016,868,0.0010691098431432693,,aging,soundlife,NK
TET3,0.0020411902817859154,-0.10454730558451722,868,0.0077835749901836405,,aging,soundlife,NK
TFCP2,0.007645536047853112,-0.09047988744838878,868,0.012799329154832803,,aging,soundlife,NK
TFDP1,0.9561865926268862,0.001867460606248215,868,0.9561865926268862,,aging,soundlife,NK
TFDP2,0.011339172834400852,-0.0859088832132803,868,0.015985960811081827,,aging,soundlife,NK
TFE3,0.0037804509440328175,-0.09819788991882221,868,0.010594622116152759,,aging,soundlife,NK
TFEB,0.008422310556455908,-0.089375756669865,868,0.013227215274936721,,aging,soundlife,NK
TGIF1,1.0578295354640214e-05,-0.14889588028819153,868,0.00015218320362471034,,aging,soundlife,NK
TGIF2,0.044885621848509694,-0.06809782634168217,868,0.04915674503478657,,aging,soundlife,NK
THAP1,0.0067081995827152924,-0.09195460022036672,868,0.012496712923278766,,aging,soundlife,NK
THAP11,0.006693566706059674,-0.09197905337753728,868,0.012496712923278766,,aging,soundlife,NK
THAP12,0.00601428485028971,-0.09317069008213426,868,0.01220205868664547,,aging,soundlife,NK
THAP3,0.034183595845879954,-0.07189674648205514,868,0.0384337765016732,,aging,soundlife,NK
THAP4,0.006977714581079593,-0.09151256025935818,868,0.012496712923278766,,aging,soundlife,NK
THAP5,0.022608734171720424,-0.07738309062935779,868,0.02607893064400878,,aging,soundlife,NK
THAP6,0.00804569769841963,-0.08989917548863989,868,0.012917486540166128,,aging,soundlife,NK
THAP7,0.0029987361487856553,-0.10062521024335531,868,0.009646087646304854,,aging,soundlife,NK
THRA,0.010460940866724045,-0.08686002100432261,868,0.015152804504888606,,aging,soundlife,NK
THYN1,0.021260166595558395,-0.07817317011661665,868,0.024921639731460117,,aging,soundlife,NK
TMF1,9.037223857702238e-05,-0.1324913392543737,868,0.00072412186100323,,aging,soundlife,NK
TOPORS,5.5622924485984535e-05,-0.13636610827482076,868,0.0004890182111059474,,aging,soundlife,NK
TP53,0.1162621858528682,-0.05335050571570426,868,0.1224525185438695,,aging,soundlife,NK
TRAFD1,0.009235514798793495,-0.08831330281624084,868,0.013952460304621198,,aging,soundlife,NK
TRERF1,0.0047750262711781085,-0.0956972101227774,868,0.011625352421752857,,aging,soundlife,NK
TRPS1,0.013978141065080787,-0.08339881531557197,868,0.018020699173515557,,aging,soundlife,NK
TSC22D1,0.1933218489824058,-0.0441946447432284,868,0.20028270115525837,,aging,soundlife,NK
TSHZ1,0.007064668889355456,-0.09137320849591811,868,0.012561616311691021,,aging,soundlife,NK
TTF1,0.018059733580917302,-0.08023886480691474,868,0.021733481666769302,,aging,soundlife,NK
UBP1,0.006909261453332832,-0.09162336190541052,868,0.012496712923278766,,aging,soundlife,NK
USF1,0.005616530020650675,-0.09392592703552836,868,0.012094753836144712,,aging,soundlife,NK
USF2,0.0008721343829430046,-0.11278947094049142,868,0.004150835070698661,,aging,soundlife,NK
USF3,0.002310849030429429,-0.10329632725883765,868,0.008178271838629195,,aging,soundlife,NK
VEZF1,0.0033672868018289654,-0.0994170019777006,868,0.010252816331919913,,aging,soundlife,NK
XBP1,0.020849299651797378,-0.07842254271530535,868,0.024576548751560037,,aging,soundlife,NK
XPA,0.0018587726133450836,-0.1054825240211731,868,0.007262981878070605,,aging,soundlife,NK
YBX1,0.02209059397182162,0.07768168186670911,868,0.025704680117946844,,aging,soundlife,NK
YBX3,0.701969951160276,0.013006608578196804,868,0.7064339890054925,,aging,soundlife,NK
YY1,0.0033148306122380844,-0.0995813948029164,868,0.01018586299779955,,aging,soundlife,NK
ZBED1,0.005709778080069049,-0.09374465032493336,868,0.012106782671921496,,aging,soundlife,NK
ZBED4,1.8991351104167846e-07,-0.17567960154569434,868,1.2021525248938247e-05,,aging,soundlife,NK
ZBED5,0.0069354713240632835,-0.09158082149562205,868,0.012496712923278766,,aging,soundlife,NK
ZBED6,0.002939553637945343,-0.10083171173591517,868,0.009646087646304854,,aging,soundlife,NK
ZBTB1,9.206534987422028e-06,-0.14989896496270477,868,0.00014213991822044255,,aging,soundlife,NK
ZBTB10,1.3824675715839508e-07,-0.17762510648827656,868,1.093877466015801e-05,,aging,soundlife,NK
ZBTB11,0.0065234067089119845,-0.0922669888439202,868,0.012496712923278766,,aging,soundlife,NK
ZBTB14,0.04273036498401708,-0.06879596306030084,868,0.047122510513733125,,aging,soundlife,NK
ZBTB16,4.0300531367983065e-06,-0.155736499437501,868,7.503010692921553e-05,,aging,soundlife,NK
ZBTB17,0.012479051415136678,-0.08476731944622531,868,0.01678113669793271,,aging,soundlife,NK
ZBTB2,0.006774003713421542,-0.09184522240577997,868,0.012496712923278766,,aging,soundlife,NK
ZBTB20,0.00011262146501503552,-0.1306988364852824,868,0.000880115893265648,,aging,soundlife,NK
ZBTB21,0.005374460316819046,-0.09440948775927581,868,0.012094753836144712,,aging,soundlife,NK
ZBTB24,0.002282555887693034,-0.10342111919729072,868,0.008178271838629195,,aging,soundlife,NK
ZBTB25,0.002739755619234281,-0.10155800357351497,868,0.009224815462634574,,aging,soundlife,NK
ZBTB33,0.007533411839659904,-0.09064747700489509,868,0.012799329154832803,,aging,soundlife,NK
ZBTB37,0.007805701616425359,-0.09024426630585498,868,0.012872741699523302,,aging,soundlife,NK
ZBTB38,0.30341614567002284,-0.03497083485881014,868,0.3117896431966306,,aging,soundlife,NK
ZBTB4,0.006776824016458094,-0.09184055591297657,868,0.012496712923278766,,aging,soundlife,NK
ZBTB40,0.0076343334263452006,-0.09049653249752215,868,0.012799329154832803,,aging,soundlife,NK
ZBTB41,0.007545527281865593,-0.09062926114814482,868,0.012799329154832803,,aging,soundlife,NK
ZBTB43,0.002019800603879581,-0.10465290794921774,868,0.007748689589428937,,aging,soundlife,NK
ZBTB44,0.01777347026849729,-0.08043887179078954,868,0.021511676252311252,,aging,soundlife,NK
ZBTB5,0.005421884665841466,-0.09431322756619152,868,0.012094753836144712,,aging,soundlife,NK
ZBTB7A,0.005535520355138586,-0.0940856258099124,868,0.012094753836144712,,aging,soundlife,NK
ZBTB7B,0.014761844604108077,-0.08273417997343754,868,0.018801303087324774,,aging,soundlife,NK
ZC3H8,0.008085381351341674,-0.08984300304081945,868,0.012917486540166128,,aging,soundlife,NK
ZEB1,0.06110888442071348,-0.06359110580074334,868,0.06589765560189376,,aging,soundlife,NK
ZEB2,0.3698419734259253,-0.030475183459265195,868,0.3775967244816302,,aging,soundlife,NK
ZFAT,0.09055906011173927,-0.057481031611411645,868,0.0961810151857902,,aging,soundlife,NK
ZFHX3,0.10736182157223534,-0.054690468914979334,868,0.1134558147833472,,aging,soundlife,NK
ZFP14,0.02229459522047778,-0.07756340280895997,868,0.02584703072264182,,aging,soundlife,NK
ZFP62,0.034617795424786,-0.0717241229923672,868,0.03885295124803109,,aging,soundlife,NK
ZFP64,0.017491390114700356,-0.08063873179851304,868,0.021251535398474714,,aging,soundlife,NK
