gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
KMT2B,5.766776226676257e-10,-0.20831744721106998,868,7.106403447474946e-10,,aging,soundlife,CD8T
L3MBTL3,1.8279918616945134e-14,-0.25609143891065633,868,3.96183450180484e-14,,aging,soundlife,CD8T
LCOR,7.998225512698292e-12,-0.22934620703277211,868,1.1027256461814229e-11,,aging,soundlife,CD8T
LCORL,5.068211793666335e-12,-0.23146931428216716,868,7.183190760997833e-12,,aging,soundlife,CD8T
LEF1,3.001767824305841e-55,-0.4966295950977273,868,1.405029141292734e-54,,aging,soundlife,CD8T
LIN54,4.615516855729067e-14,-0.25221776302533444,868,9.557036760747547e-14,,aging,soundlife,CD8T
MAF,2.0186708895806369e-16,0.27407257474732316,868,4.846550368519029e-16,,aging,soundlife,CD8T
MAFF,0.0011769937594049134,-0.10994645613006816,868,0.0012416392499782893,,aging,soundlife,CD8T
MAX,3.1909906714771664e-126,-0.6950373774004023,868,5.924606013375939e-124,,aging,soundlife,CD8T
MAZ,6.968051670841308e-10,-0.20733541687022883,868,8.548909208499138e-10,,aging,soundlife,CD8T
MBD1,8.93928045555978e-14,-0.24941250271377333,868,1.7719498981305332e-13,,aging,soundlife,CD8T
MBD2,1.4798646617616034e-12,-0.23709617681611073,868,2.246007129703578e-12,,aging,soundlife,CD8T
MBD4,3.1694070941058e-12,-0.23363228881259906,868,4.597291019314923e-12,,aging,soundlife,CD8T
MBNL2,1.599644669201584e-08,-0.19030990159721853,868,1.8409133899695913e-08,,aging,soundlife,CD8T
MECP2,0.03541242720887507,-0.07141292855004293,868,0.036459744834276185,,aging,soundlife,CD8T
MEF2A,1.787498910681833e-67,-0.5421412839466393,868,9.761146012252756e-67,,aging,soundlife,CD8T
MEF2D,4.2807820373232054e-06,-0.15531721322191375,868,4.638901935387209e-06,,aging,soundlife,CD8T
MGA,4.753470286702258e-15,-0.26161149571266074,868,1.085115962988999e-14,,aging,soundlife,CD8T
MLX,3.5948766637265685e-12,-0.23305402033136532,868,5.1740214514100746e-12,,aging,soundlife,CD8T
MLXIP,2.163495639166237e-44,-0.4494935441967977,868,8.607621935825672e-44,,aging,soundlife,CD8T
MTERF1,4.375841068802394e-07,-0.17045968841663925,868,4.845613271019748e-07,,aging,soundlife,CD8T
MTERF2,4.1000397670226184e-14,-0.25271671950092933,868,8.553266480268159e-14,,aging,soundlife,CD8T
MTERF4,1.3320607458938254e-78,-0.5782634381145461,868,8.728915711327772e-78,,aging,soundlife,CD8T
MTF1,2.887454960777719e-14,-0.2541876200789832,868,6.115256323776386e-14,,aging,soundlife,CD8T
MTF2,1.1103635087465754e-12,-0.2383885932304441,868,1.7227645525678065e-12,,aging,soundlife,CD8T
MXD1,2.6171293637139206e-10,-0.2123663737847841,868,3.2980566868521577e-10,,aging,soundlife,CD8T
MXD4,8.429202160590461e-16,0.2685152778629861,868,1.9810403390079694e-15,,aging,soundlife,CD8T
MXI1,1.6626497747945487e-12,-0.23657002975252756,868,2.5165650123928357e-12,,aging,soundlife,CD8T
MYBL1,3.400763983767229e-33,0.39160906305010007,868,1.1275152017609205e-32,,aging,soundlife,CD8T
MYC,3.8603183531632465e-49,-0.47101867003942827,868,1.653997940547637e-48,,aging,soundlife,CD8T
MYNN,1.6019030111201097e-13,-0.24690790967770046,868,3.0246100921827157e-13,,aging,soundlife,CD8T
MYSM1,2.1378492150905964e-14,-0.25544112455726303,868,4.579930818482547e-14,,aging,soundlife,CD8T
MZF1,2.3873966194176142e-88,-0.6065798450497005,868,1.9847461447994196e-87,,aging,soundlife,CD8T
NACC2,2.6730692986028245e-12,-0.234411721714899,868,3.89764293016171e-12,,aging,soundlife,CD8T
NCOA1,0.8722141777459115,0.005467329107729754,868,0.8737829082814257,,aging,soundlife,CD8T
NCOA2,3.4616328387716177e-06,-0.1567878657777123,868,3.7658779124917794e-06,,aging,soundlife,CD8T
NCOA3,6.535121768573964e-126,-0.6944217034886657,868,9.100157062739245e-124,,aging,soundlife,CD8T
NFAT5,0.007629793505561995,-0.09050328421447196,868,0.007973348935455968,,aging,soundlife,CD8T
NFATC1,6.191564954169223e-108,-0.6560152643494576,868,9.075530735453308e-107,,aging,soundlife,CD8T
NFATC2,9.176222084996117e-22,0.31737147333652604,868,2.5555778506714184e-21,,aging,soundlife,CD8T
NFATC3,0.2190161494536365,-0.041761996533211096,868,0.22261313001035682,,aging,soundlife,CD8T
NFE2L1,5.767223921058748e-14,-0.25127624298619206,868,1.181008722069751e-13,,aging,soundlife,CD8T
NFE2L2,2.1166728911685254e-20,-0.30700311423197973,868,5.751155123809116e-20,,aging,soundlife,CD8T
NFIC,1.5111573525398004e-108,-0.6574234428549492,868,2.33809623712408e-107,,aging,soundlife,CD8T
NFIL3,7.525996890234573e-14,-0.250146152544947,868,1.5025018881220993e-13,,aging,soundlife,CD8T
NFKB1,1.991831693806919e-58,-0.5091403612575346,868,9.818143835844725e-58,,aging,soundlife,CD8T
NFKB2,6.153133545090597e-93,-0.6189890690609867,868,5.9091299734749355e-92,,aging,soundlife,CD8T
NFX1,6.520367076156007e-41,-0.4326831744512449,868,2.453948960418173e-40,,aging,soundlife,CD8T
NFXL1,1.438112818810457e-10,-0.21538184673672506,868,1.820520091085056e-10,,aging,soundlife,CD8T
NFYA,1.4192992763527596e-09,-0.20359918205838023,868,1.7111465301482404e-09,,aging,soundlife,CD8T
NFYB,1.7558486203618686e-11,-0.22563678618252417,868,2.368057340294336e-11,,aging,soundlife,CD8T
NFYC,9.398571602590853e-13,-0.23913518614894058,868,1.483004074403146e-12,,aging,soundlife,CD8T
NME2,4.476788912304744e-15,-0.2618542543845414,868,1.0261610798986595e-14,,aging,soundlife,CD8T
NR1D1,1.8663374598902224e-48,-0.46800959973607775,868,7.700370112287806e-48,,aging,soundlife,CD8T
NR1D2,2.803781921874345e-09,-0.19995585454616469,868,3.301705138443996e-09,,aging,soundlife,CD8T
NR1H2,3.78306264345946e-13,-0.24316668686271756,868,6.518775261022284e-13,,aging,soundlife,CD8T
NR2C1,3.448040534158298e-13,-0.24357340661736968,868,6.001745554769287e-13,,aging,soundlife,CD8T
NR2C2,1.9732866855465332e-13,-0.2460058619211884,868,3.6394724630775464e-13,,aging,soundlife,CD8T
NR3C1,0.27782349153739394,-0.036875434501286976,868,0.28187192128657274,,aging,soundlife,CD8T
NR3C2,4.403831008850385e-83,-0.5916305700058433,868,3.1049795847210944e-82,,aging,soundlife,CD8T
NR4A1,2.530049196782084e-35,-0.4035211034856163,868,8.698996312392721e-35,,aging,soundlife,CD8T
NR4A2,1.0009039411410681e-25,-0.3454067057082568,868,2.9497539429395496e-25,,aging,soundlife,CD8T
NR4A3,2.998551604396248e-10,-0.2116748877370112,868,3.7616964947043023e-10,,aging,soundlife,CD8T
PA2G4,9.112983827618153e-125,-0.6921450704632409,868,8.459886653305519e-123,,aging,soundlife,CD8T
PATZ1,1.4123372418156009e-101,-0.6409352356470106,868,1.710156181937586e-100,,aging,soundlife,CD8T
PBX2,6.1918549723328446e-117,-0.6759729813986947,868,1.6423158188520925e-115,,aging,soundlife,CD8T
PBX4,1.3040003261737872e-23,-0.3308055987947822,868,3.743959699375255e-23,,aging,soundlife,CD8T
PCGF6,5.340277038737968e-12,-0.23122704246878756,868,7.530466609055818e-12,,aging,soundlife,CD8T
PHF1,3.169493659836432e-71,-0.5548207327980782,868,1.8200082149782398e-70,,aging,soundlife,CD8T
PHF19,9.802958868265497e-14,-0.24901834023404687,868,1.9226225667689724e-13,,aging,soundlife,CD8T
PHF20,1.1594873864537285e-38,-0.42128554135922774,868,4.1399645785559407e-38,,aging,soundlife,CD8T
PHF21A,0.4560602560784143,-0.025331266186435542,868,0.4601912366588347,,aging,soundlife,CD8T
PIN1,0.6099085923147503,0.017341137371892117,868,0.6143202277021987,,aging,soundlife,CD8T
PKNOX1,5.171443007339946e-13,-0.24178999799763934,868,8.702398051626434e-13,,aging,soundlife,CD8T
PLAG1,6.420647787324946e-42,-0.43764504338868526,868,2.4835422344027744e-41,,aging,soundlife,CD8T
PLSCR1,2.0416764008031296e-12,-0.23563917467036302,868,3.073550689857684e-12,,aging,soundlife,CD8T
POGK,5.498121550957121e-10,-0.20856427528513952,868,6.790362979785181e-10,,aging,soundlife,CD8T
POU2F1,1.7502696265736834e-13,-0.24652514703570833,868,3.2388710365499724e-13,,aging,soundlife,CD8T
POU2F2,1.178993124165448e-120,-0.6837861968571344,868,4.3779944677343634e-119,,aging,soundlife,CD8T
PPARA,1.0760725658345835e-12,-0.23852926777924574,868,1.67422463455269e-12,,aging,soundlife,CD8T
PPARD,1.3360596683665387e-99,-0.6360698473668814,868,1.4311254524618502e-98,,aging,soundlife,CD8T
PRDM1,1.8474381249915506e-31,0.3815244230335967,868,5.913925492070653e-31,,aging,soundlife,CD8T
PRDM2,1.7694522414747265e-44,-0.4499035617288444,868,7.090538838139732e-44,,aging,soundlife,CD8T
PRDM4,1.975040388941953e-14,-0.2557703327641295,868,4.2639437854289454e-14,,aging,soundlife,CD8T
PREB,3.2334283134148627e-12,-0.23354058488020474,868,4.665853809772224e-12,,aging,soundlife,CD8T
PRMT3,1.4129745412183752e-19,-0.30052420339099045,868,3.71239065782375e-19,,aging,soundlife,CD8T
PURA,5.638778986197092e-17,-0.27892578237891436,868,1.3959110645830135e-16,,aging,soundlife,CD8T
PURB,7.792569686423666e-12,-0.22946799514613328,868,1.0770375472302685e-11,,aging,soundlife,CD8T
RARA,3.0863122580141725e-17,-0.2811860826795274,868,7.743585259972496e-17,,aging,soundlife,CD8T
RBAK,1.2749501543863966e-09,-0.204167024418882,868,1.543798339115702e-09,,aging,soundlife,CD8T
RBCK1,8.65963135128678e-05,-0.1328363198394753,868,9.204989814249497e-05,,aging,soundlife,CD8T
RBPJ,1.0194156419425614e-48,-0.46916793715639854,868,4.2374217355373635e-48,,aging,soundlife,CD8T
RBSN,9.599486217965178e-17,-0.27691292561500436,868,2.334896866116421e-16,,aging,soundlife,CD8T
REL,0.01715953320789325,0.08087750374229008,868,0.017831828352232352,,aging,soundlife,CD8T
RELA,3.640508895752803e-12,-0.2329960290536727,868,5.226194471480184e-12,,aging,soundlife,CD8T
RELB,2.7970004700742746e-09,-0.19996893542362934,868,3.300697588625786e-09,,aging,soundlife,CD8T
REPIN1,1.970796697202208e-88,-0.6068100372606462,868,1.6632329702145907e-87,,aging,soundlife,CD8T
REST,1.432894903940875e-21,-0.3159238684784513,868,3.970758514900833e-21,,aging,soundlife,CD8T
REXO4,4.2620995651772365e-124,-0.6908023514611291,868,3.3914135111481725e-122,,aging,soundlife,CD8T
RFX2,1.3269794208225804e-75,-0.5689603805265553,868,8.122280630749201e-75,,aging,soundlife,CD8T
RFX3,4.3328510073253577e-23,-0.3270811588190745,868,1.2188878843839518e-22,,aging,soundlife,CD8T
RFX5,3.22832270404048e-12,-0.23354783264166512,868,4.665853809772224e-12,,aging,soundlife,CD8T
RFX7,3.202878358030343e-14,-0.25375367299230495,868,6.706779118131208e-14,,aging,soundlife,CD8T
RLF,1.3332554678923845e-19,-0.30072483502350816,868,3.519541685384162e-19,,aging,soundlife,CD8T
RORA,8.363516473955068e-11,0.21807389866775648,868,1.0684584119249939e-10,,aging,soundlife,CD8T
RREB1,7.368596565441832e-20,-0.30276452412103777,868,1.9637838693545934e-19,,aging,soundlife,CD8T
RUNX1,6.128595863568839e-07,-0.16830747988928918,868,6.759659200015531e-07,,aging,soundlife,CD8T
RUNX2,2.548266676963982e-41,-0.4347042251355892,868,9.721811911431081e-41,,aging,soundlife,CD8T
RUNX3,7.143149711567572e-20,0.3028709624125987,868,1.9128530717995854e-19,,aging,soundlife,CD8T
RXRA,7.625300441725767e-13,-0.24006797029309077,868,1.2418983467956877e-12,,aging,soundlife,CD8T
RXRB,3.215866658672964e-13,-0.24387867608359515,868,5.668473825572282e-13,,aging,soundlife,CD8T
SAFB,2.7758505178998106e-21,-0.3137611970863314,868,7.616496248621648e-21,,aging,soundlife,CD8T
SAFB2,1.373904120176732e-20,-0.30845563360511313,868,3.751297034011959e-20,,aging,soundlife,CD8T
SATB1,8.535601366099364e-52,-0.48241819544939324,868,3.834137065255924e-51,,aging,soundlife,CD8T
SCML4,3.0518290285416438e-83,-0.5920944451113276,868,2.266491691863594e-82,,aging,soundlife,CD8T
SETBP1,1.7959546063808446e-11,0.22552928231386637,868,2.4162964148650494e-11,,aging,soundlife,CD8T
SETDB1,4.0626384137822365e-11,-0.22160635104584406,868,5.2995072517018866e-11,,aging,soundlife,CD8T
SETDB2,1.1232095520624383e-13,-0.24843546956207593,868,2.1648018010338346e-13,,aging,soundlife,CD8T
SGSM2,6.979971859645123e-98,-0.6317670103058075,868,7.199711714485804e-97,,aging,soundlife,CD8T
SKIL,1.7774132110756352e-14,-0.2562077797204103,868,3.8824280728201135e-14,,aging,soundlife,CD8T
SLC2A4RG,1.8065182954433816e-11,-0.22550135684512163,868,2.42465226641437e-11,,aging,soundlife,CD8T
SMAD3,1.1688557278874952e-06,0.1641045682390724,868,1.2815996858923915e-06,,aging,soundlife,CD8T
SMAD4,1.5751495584316434e-15,-0.2660430287662062,868,3.670955247056173e-15,,aging,soundlife,CD8T
SMAD5,0.03974863711738713,-0.06981255116871364,868,0.04084869165015615,,aging,soundlife,CD8T
SMYD3,7.349365259862412e-10,-0.20705803612871027,868,8.996915274161238e-10,,aging,soundlife,CD8T
SNAI3,1.3697187307741514e-06,-0.16305594851568825,868,1.4988867053854664e-06,,aging,soundlife,CD8T
SNAPC2,4.335798781588971e-09,-0.1975864887552864,868,5.041836996545004e-09,,aging,soundlife,CD8T
SNAPC5,3.08540958763551e-10,-0.2115294548353116,868,3.8619621130628744e-10,,aging,soundlife,CD8T
SON,2.203844920187713e-12,-0.23529170467669894,868,3.256078569083703e-12,,aging,soundlife,CD8T
SOX13,7.272438933614781e-06,0.1515874545467313,868,7.83510345459078e-06,,aging,soundlife,CD8T
SOX4,1.4393060674617811e-27,-0.3575237686888105,868,4.3334782679795246e-27,,aging,soundlife,CD8T
SP1,4.267473708598001e-11,-0.22136759747408594,868,5.52786710625369e-11,,aging,soundlife,CD8T
SP100,3.13894440668063e-07,-0.17255606437851878,868,3.489804460121978e-07,,aging,soundlife,CD8T
SP110,1.5332351537825727e-137,-0.7164061849201285,868,8.54011980656893e-135,,aging,soundlife,CD8T
SP140,1.5461767622286998e-09,0.20314469505455948,868,1.8560785701754004e-09,,aging,soundlife,CD8T
SP140L,9.743329327815352e-49,-0.46925439587739376,868,4.080477019242971e-48,,aging,soundlife,CD8T
SP2,9.851010152825075e-14,-0.24899742369051672,868,1.9252675982889707e-13,,aging,soundlife,CD8T
SP3,8.231291119157324e-13,-0.2397272703883954,868,1.3289359864842405e-12,,aging,soundlife,CD8T
SP4,4.350121565909987e-10,-0.20977161087989596,868,5.408521679044337e-10,,aging,soundlife,CD8T
SPEN,5.512067184244241e-13,-0.241508042623412,868,9.219884149021148e-13,,aging,soundlife,CD8T
SRCAP,2.915855091078845e-14,-0.2541466872208495,868,6.152012445950441e-14,,aging,soundlife,CD8T
SREBF1,3.1817834077538538e-43,-0.4439567688575843,868,1.2393380126705571e-42,,aging,soundlife,CD8T
SREBF2,1.7833844359889684e-08,-0.1896909574661158,868,2.0481342904038254e-08,,aging,soundlife,CD8T
STAT1,4.1066559123064745e-58,-0.5079262463878,868,2.006497669433953e-57,,aging,soundlife,CD8T
STAT2,5.753932295028292e-13,-0.24131802083181533,868,9.538512762889164e-13,,aging,soundlife,CD8T
STAT3,5.999085881679147e-78,-0.5762608604952169,868,3.840794064477339e-77,,aging,soundlife,CD8T
STAT4,0.3364593138258174,0.03266309800536884,868,0.34074152327450963,,aging,soundlife,CD8T
STAT5A,1.3741397725269957e-117,-0.6773637799742964,868,3.826979266487683e-116,,aging,soundlife,CD8T
STAT5B,1.4613191377628695e-12,-0.23715307495867816,868,2.2239201085626184e-12,,aging,soundlife,CD8T
STAT6,3.124303336686495e-14,-0.25385771373539806,868,6.566931918997651e-14,,aging,soundlife,CD8T
TBP,1.4152044321781843e-11,-0.22666069554047302,868,1.9273077474896055e-11,,aging,soundlife,CD8T
TBPL1,0.0013359338820635351,-0.1087253139631001,868,0.0014066449382030039,,aging,soundlife,CD8T
TBX21,4.616745178901178e-37,0.41290558586142084,868,1.6275487750936433e-36,,aging,soundlife,CD8T
TCF12,8.03601722601192e-12,-0.22932416061007893,868,1.1052003937996638e-11,,aging,soundlife,CD8T
TCF20,2.609926605475621e-12,-0.23452089743727772,868,3.815561992781945e-12,,aging,soundlife,CD8T
TCF7,3.7216523642621825e-53,-0.4880962516140323,868,1.685333631621167e-52,,aging,soundlife,CD8T
TCF7L2,5.074641467747472e-13,-0.24187345289354265,868,8.565379689501036e-13,,aging,soundlife,CD8T
TERF1,4.543685881707014e-06,-0.1549020790826004,868,4.914238905069528e-06,,aging,soundlife,CD8T
TERF2,2.7457206578616565e-11,-0.22349833829733848,868,3.6413485867355775e-11,,aging,soundlife,CD8T
TET2,1.1969387353224117e-14,-0.25784100627155254,868,2.677489460138889e-14,,aging,soundlife,CD8T
TFAP4,9.203031084676597e-40,-0.4269139379567504,868,3.350384519062003e-39,,aging,soundlife,CD8T
TFCP2,2.7295346025989347e-11,-0.2235267598105938,868,3.628522132810517e-11,,aging,soundlife,CD8T
TFDP1,1.2073964954689915e-13,-0.24812530395281068,868,2.319033958538718e-13,,aging,soundlife,CD8T
TFDP2,1.0462280622362054e-05,0.14897576182641667,868,1.1228305022457926e-05,,aging,soundlife,CD8T
TFE3,3.3414650186849264e-10,-0.2111228544987824,868,4.1730852363396956e-10,,aging,soundlife,CD8T
TFEB,1.3644686704165282e-07,0.17770494209645438,868,1.5261225892008157e-07,,aging,soundlife,CD8T
TGIF1,2.0567117319664173e-09,-0.20162251817172494,868,2.4374222015006263e-09,,aging,soundlife,CD8T
TGIF2,1.1177523636702408e-115,-0.6732783022689589,868,2.4903522662572964e-114,,aging,soundlife,CD8T
THAP1,1.742627879336999e-13,-0.24654407021518665,868,3.2354790959690284e-13,,aging,soundlife,CD8T
THAP11,5.328575593959013e-12,-0.2312372113812548,868,7.530466609055818e-12,,aging,soundlife,CD8T
THAP12,2.4086413735023755e-12,-0.23488704258816487,868,3.540497331472281e-12,,aging,soundlife,CD8T
THAP4,4.163372841247423e-11,-0.22148750245550866,868,5.418221197604707e-11,,aging,soundlife,CD8T
THAP5,2.670879647177347e-08,-0.1873735936747651,868,3.029898092622775e-08,,aging,soundlife,CD8T
THAP6,1.9500632912114736e-09,-0.2019074865570537,868,2.3166960818408693e-09,,aging,soundlife,CD8T
THAP7,2.131776839312616e-119,-0.6811730160032881,868,6.596664997206263e-118,,aging,soundlife,CD8T
THRA,1.673680124449751e-56,-0.5016270138917605,868,7.967861789047105e-56,,aging,soundlife,CD8T
THYN1,1.964292390350206e-121,-0.6853902670142648,868,8.41623739557742e-120,,aging,soundlife,CD8T
TIGD1,2.993168628874354e-91,-0.614490900694851,868,2.7331064365295334e-90,,aging,soundlife,CD8T
TMF1,9.948400340179761e-11,-0.2172158702685552,868,1.2651276231689787e-10,,aging,soundlife,CD8T
TOPORS,2.927195664713608e-13,-0.24428988779687097,868,5.192509507151209e-13,,aging,soundlife,CD8T
TP53,1.3531502201715171e-14,-0.25733553691525374,868,3.0148186905421403e-14,,aging,soundlife,CD8T
TRAFD1,2.34365995530009e-13,-0.2452589658643799,868,4.2521778342089585e-13,,aging,soundlife,CD8T
TRERF1,1.719103431484512e-11,-0.22573740973009984,868,2.324127697419595e-11,,aging,soundlife,CD8T
TRPS1,3.3174621329220917e-13,-0.24374252105144556,868,5.810774868042782e-13,,aging,soundlife,CD8T
TSC22D1,3.2550963346726635e-13,-0.24382560850697066,868,5.71952258174345e-13,,aging,soundlife,CD8T
TSHZ1,1.0314120577610672e-12,-0.23871921608276675,868,1.6183000455575055e-12,,aging,soundlife,CD8T
TSHZ2,2.0532052989218726e-54,-0.49325444394555584,868,9.530294595829026e-54,,aging,soundlife,CD8T
TTF1,4.907005427227056e-12,-0.23161894519018794,868,6.972454140218036e-12,,aging,soundlife,CD8T
UBP1,5.746844246144688e-13,-0.24132347732143186,868,9.538512762889164e-13,,aging,soundlife,CD8T
USF1,1.557913418020254e-06,-0.1621997389463592,868,1.7014858310534932e-06,,aging,soundlife,CD8T
USF2,4.5277364232440875e-11,-0.2210798916579394,868,5.837845342006845e-11,,aging,soundlife,CD8T
USF3,1.2797444814140097e-13,-0.24787526077543173,868,2.449545278857744e-13,,aging,soundlife,CD8T
VEZF1,2.0850062096185917e-11,-0.22481753192923462,868,2.7850082943826273e-11,,aging,soundlife,CD8T
XBP1,8.113338925816742e-10,0.20654213146566996,868,9.86709559318761e-10,,aging,soundlife,CD8T
XPA,3.587403722278734e-16,-0.27185231626192674,868,8.539247321834422e-16,,aging,soundlife,CD8T
