gene,p_value,slope,n_samples,p_value_adj,condition,comparison,dataset,cell_type
SLC25A33,8.408932987369087e-32,-0.3835393374636247,868,7.804817538539676e-30,,aging,soundlife,CD4T
PIK3CD,1.5483194539738212e-12,-0.23689203612798096,868,1.7963561559755485e-11,,aging,soundlife,CD4T
CLSTN1,0.005591305196603412,0.0939754304404841,868,0.011620821112799195,,aging,soundlife,CD4T
CTNNBIP1,0.0020152964306931883,0.10467527588224189,868,0.004691716508947112,,aging,soundlife,CD4T
LZIC,0.6230794353081903,-0.016705189937287243,868,0.6924850065643571,,aging,soundlife,CD4T
UBE4B,0.010688763568332609,0.08660667086353965,868,0.02073667167519753,,aging,soundlife,CD4T
KIF1B,0.0001624190425554848,0.12766508337452498,868,0.0004858795276447793,,aging,soundlife,CD4T
PGD,5.9792562857494065e-05,-0.135795583599558,868,0.00019727630420802764,,aging,soundlife,CD4T
DFFA,0.0001177447350634863,-0.1303337385394732,868,0.00036332955430351375,,aging,soundlife,CD4T
PEX14,0.0007700895295277969,-0.11395094997604596,868,0.0019818356589890837,,aging,soundlife,CD4T
TARDBP,0.001021153049678246,-0.11130153031489756,868,0.0025525207698194005,,aging,soundlife,CD4T
EXOSC10,0.6766686895523832,-0.014174067705906878,868,0.7386600024918774,,aging,soundlife,CD4T
MTOR,0.342339160108862,-0.03226805366873468,868,0.4228437113303997,,aging,soundlife,CD4T
UBIAD1,0.00018450059107395585,-0.12659310362909545,868,0.0005476776359541103,,aging,soundlife,CD4T
FBXO6,0.2228435936373404,0.04141753955064842,868,0.29283508001449315,,aging,soundlife,CD4T
MAD2L2,5.042516201962642e-05,0.1371368420261663,868,0.00016929990142143967,,aging,soundlife,CD4T
AGTRAP,0.7627876049933495,0.010259027220006833,868,0.815381688986678,,aging,soundlife,CD4T
KIAA2013,9.626436046604974e-05,0.13197926515727634,868,0.0003019336588383792,,aging,soundlife,CD4T
MFN2,0.7148750897375311,0.012417068863361158,868,0.7731418326913183,,aging,soundlife,CD4T
MIIP,0.26909783867701037,0.03755186467956228,868,0.3441291069665756,,aging,soundlife,CD4T
TNFRSF1B,5.5323145299926086e-21,0.3114865206809205,868,1.704146143867592e-19,,aging,soundlife,CD4T
VPS13D,0.3061213496915423,-0.03477588018013587,868,0.384504985883928,,aging,soundlife,CD4T
DHRS3,0.0002981027084444435,-0.1224810507984031,868,0.0008357776253446361,,aging,soundlife,CD4T
PRDM2,0.6723588371672944,0.014374570734292273,868,0.7350928762210315,,aging,soundlife,CD4T
EFHD2,3.5093109388197855e-13,0.24349620739390557,868,4.460302587826084e-12,,aging,soundlife,CD4T
DNAJC16,0.0018098812657296726,-0.10574747609189834,868,0.0042645412150098,,aging,soundlife,CD4T
DDI2,0.010174456175200791,-0.08718565585351092,868,0.019820661104630318,,aging,soundlife,CD4T
SPEN,0.009949381674410965,-0.08744725503078493,868,0.019462822609898765,,aging,soundlife,CD4T
FBXO42,2.7792197865527366e-05,-0.14173200546614279,868,9.76325516650548e-05,,aging,soundlife,CD4T
SZRD1,5.167264444818883e-07,0.1694009548968446,868,2.554301569288886e-06,,aging,soundlife,CD4T
NECAP2,0.2370310883069972,-0.040176325953020064,868,0.30826277598037577,,aging,soundlife,CD4T
CROCC,0.2832057643693718,0.036465371039193055,868,0.3591108146434565,,aging,soundlife,CD4T
ATP13A2,0.016996855980031086,0.08099603082229452,868,0.031157957921813743,,aging,soundlife,CD4T
SDHB,0.8951666455178224,0.004478978792383191,868,0.9204818538604547,,aging,soundlife,CD4T
RCC2,3.7405273106418843e-06,-0.15625290014505186,868,1.5548426428560903e-05,,aging,soundlife,CD4T
IFFO2,4.0281499440973324e-07,0.1709845218808703,868,2.0309085637599136e-06,,aging,soundlife,CD4T
UBR4,0.40394990327043057,0.02836292488703713,868,0.48435536591358447,,aging,soundlife,CD4T
EMC1,0.005589152093449921,-0.0939796651908431,868,0.011619769781077437,,aging,soundlife,CD4T
MRTO4,4.364667307250829e-05,-0.1382636255040074,868,0.00014766601048128226,,aging,soundlife,CD4T
AKR7A2,0.26640017640379343,0.037764024753946704,868,0.34142202840704194,,aging,soundlife,CD4T
CAPZB,0.13255995883753247,-0.05109218959313361,868,0.18720279272071152,,aging,soundlife,CD4T
TMCO4,1.3506927728101914e-08,0.19126879238024128,868,8.86305750642148e-08,,aging,soundlife,CD4T
DDOST,7.456834127885904e-06,0.15140903468507697,868,2.9369351165888983e-05,,aging,soundlife,CD4T
HP1BP3,0.7500397085199568,-0.010828835386532046,868,0.8045590182329342,,aging,soundlife,CD4T
EIF4G3,0.010376483481658696,0.08695518806228167,868,0.020169665053629222,,aging,soundlife,CD4T
ECE1,1.556171127791341e-10,0.21498704123633675,868,1.3602516896456158e-09,,aging,soundlife,CD4T
USP48,0.8557356865641541,-0.00617971332701392,868,0.889924743184954,,aging,soundlife,CD4T
CDC42,0.6996782106843831,0.01311170571237728,868,0.7597798796440329,,aging,soundlife,CD4T
ZBTB40,0.0014403078798162629,-0.10799430051664016,868,0.00348420157209325,,aging,soundlife,CD4T
KDM1A,1.04019966818892e-06,-0.16487148979649394,868,4.817838778335287e-06,,aging,soundlife,CD4T
LUZP1,0.622947177036201,-0.016711546655830453,868,0.6924471142157834,,aging,soundlife,CD4T
HNRNPR,0.21298725948287298,-0.04231344186683475,868,0.28187844810359963,,aging,soundlife,CD4T
TCEA3,0.005251543908112804,0.09466258987780345,868,0.010982036619054166,,aging,soundlife,CD4T
RPL11,0.2689958827500272,-0.03755985650778858,868,0.3440610982626821,,aging,soundlife,CD4T
ELOA,0.15336674826463328,-0.04850201969297323,868,0.21187799495862186,,aging,soundlife,CD4T
PITHD1,0.15476392639455955,0.04833793919207893,868,0.2135990484811628,,aging,soundlife,CD4T
LYPLA2,0.11291224528416519,0.05384504372075104,868,0.16311345038593103,,aging,soundlife,CD4T
HMGCL,0.7321126102677272,0.011635357830716267,868,0.7888179646223412,,aging,soundlife,CD4T
PNRC2,0.9152375470440361,0.0036178271499670584,868,0.9362073168283978,,aging,soundlife,CD4T
SRSF10,0.052540045275929544,-0.06582664061986435,868,0.08379323521962628,,aging,soundlife,CD4T
NIPAL3,0.015531691814785975,-0.08211086330183398,868,0.02880140748199271,,aging,soundlife,CD4T
RCAN3,5.004884998375005e-09,-0.19680007448580028,868,3.53397985771144e-08,,aging,soundlife,CD4T
SRRM1,0.04434218702891871,0.06827114796808871,868,0.07228791016916862,,aging,soundlife,CD4T
RUNX3,0.00020624206996066027,0.12564939731970265,868,0.0006039151355344531,,aging,soundlife,CD4T
RSRP1,0.02571300308520931,-0.07570917005632768,868,0.044785067595818885,,aging,soundlife,CD4T
TMEM50A,5.801587277597086e-19,0.29559530304148585,868,1.477415041738984e-17,,aging,soundlife,CD4T
MACO1,0.14567869277400064,-0.04942580154785703,868,0.20292604637199851,,aging,soundlife,CD4T
LDLRAP1,1.0179332371909162e-07,-0.17948055179415695,868,5.730647290618294e-07,,aging,soundlife,CD4T
STMN1,1.2713276254097399e-39,-0.4262020405959673,868,2.2994730947795657e-37,,aging,soundlife,CD4T
PDIK1L,0.11472339999833446,-0.05357626108408285,868,0.16539114318173948,,aging,soundlife,CD4T
ZNF593,8.811653873371005e-09,0.19366835258419984,868,5.999749654706473e-08,,aging,soundlife,CD4T
SH3BGRL3,4.4443573401746464e-38,0.4182567762516047,868,6.815325364693903e-36,,aging,soundlife,CD4T
UBXN11,4.869263666949269e-25,0.3407482047330846,868,2.1602381073371155e-23,,aging,soundlife,CD4T
CD52,0.000593329771555932,0.1163509694804773,868,0.0015657868344764474,,aging,soundlife,CD4T
ZNF683,5.96230281906731e-11,0.21973703889773588,868,5.585402933027996e-10,,aging,soundlife,CD4T
DHDDS,0.0016353172849068688,0.10675034030218461,868,0.003898454926574198,,aging,soundlife,CD4T
HMGN2,4.6959597795424783e-05,-0.13769367954734035,868,0.00015834273558744093,,aging,soundlife,CD4T
RPS6KA1,3.361247707327865e-05,0.14028083643639933,868,0.00011599922371570823,,aging,soundlife,CD4T
ARID1A,0.016911643418889257,-0.08105851405861089,868,0.031017871210828083,,aging,soundlife,CD4T
ZDHHC18,9.118211615727233e-16,0.2682060032966381,868,1.6160770034507513e-14,,aging,soundlife,CD4T
NUDC,0.00022157200767870908,0.12503854606293024,868,0.0006416128662420418,,aging,soundlife,CD4T
SLC9A1,0.22068763495845964,0.04161104283982872,868,0.29032647836571696,,aging,soundlife,CD4T
WDTC1,0.07402107331565548,-0.06066875142665286,868,0.11341108843801777,,aging,soundlife,CD4T
TMEM222,0.17007697191808377,0.04660909546851434,868,0.23156204591973806,,aging,soundlife,CD4T
SYTL1,0.11383492330062212,0.053707694507372276,868,0.1642109507080958,,aging,soundlife,CD4T
WASF2,0.07657893048152997,-0.06014018844258288,868,0.1167468717563675,,aging,soundlife,CD4T
FGR,0.006705487423258522,0.09195912892302828,868,0.01369045102276863,,aging,soundlife,CD4T
IFI6,0.0024766226542239796,-0.10259205428590269,868,0.005622818217861587,,aging,soundlife,CD4T
FAM76A,0.5770777405952148,0.018953768889835066,868,0.6500648965440187,,aging,soundlife,CD4T
STX12,0.6105125731024812,-0.017311843187738502,868,0.6816813930371176,,aging,soundlife,CD4T
PPP1R8,0.3251980807880984,0.033432279321116413,868,0.4047904114838973,,aging,soundlife,CD4T
THEMIS2,0.2182984056202335,-0.04182707022419392,868,0.2877736784236829,,aging,soundlife,CD4T
RPA2,0.9491243735342595,-0.00216885357648346,868,0.9617379628502108,,aging,soundlife,CD4T
DNAJC8,6.685603841281037e-07,0.16774726191663553,868,3.2434834591744454e-06,,aging,soundlife,CD4T
ATP5IF1,2.750923368007783e-13,0.24456102205195976,868,3.5410608463370257e-12,,aging,soundlife,CD4T
PHACTR4,0.34089012883072867,-0.03236500281252812,868,0.42134903956053266,,aging,soundlife,CD4T
RCC1,3.3969459831808046e-07,-0.17205990963580783,868,1.7401639045284965e-06,,aging,soundlife,CD4T
TRNAU1AP,0.00872562898518937,0.08896918389136417,868,0.017354962432047757,,aging,soundlife,CD4T
TAF12,0.00028162734117994693,0.12297490903875018,868,0.0007943219770825053,,aging,soundlife,CD4T
GMEB1,0.04362514547404985,-0.0685025986623297,868,0.07126720152245199,,aging,soundlife,CD4T
YTHDF2,0.7664142412265196,0.010097454499693886,868,0.818514164664931,,aging,soundlife,CD4T
EPB41,2.828624477645617e-11,-0.2233552845720878,868,2.7408127836967283e-10,,aging,soundlife,CD4T
SRSF4,0.7974904153733577,-0.008721849583731437,868,0.844288967438641,,aging,soundlife,CD4T
LAPTM5,0.03244956597522324,-0.07260536443746254,868,0.0548524415023304,,aging,soundlife,CD4T
PUM1,0.0024914634183812842,-0.1025311234851843,868,0.005651055611981215,,aging,soundlife,CD4T
SNRNP40,0.31702739500933763,0.03400125156078118,868,0.39580729989307395,,aging,soundlife,CD4T
ZCCHC17,0.01784696420379127,0.08038725560365904,868,0.032471623805402014,,aging,soundlife,CD4T
PEF1,0.042704431132852626,-0.06880454279313229,868,0.06995751444754818,,aging,soundlife,CD4T
PTP4A2,0.35597295949496144,0.031368385088671596,868,0.43690509873230265,,aging,soundlife,CD4T
KHDRBS1,0.0035338846912144075,-0.09890990669772816,868,0.007710492611143344,,aging,soundlife,CD4T
KPNA6,0.9432029971705127,-0.0024216893007368854,868,0.9580827869101167,,aging,soundlife,CD4T
TXLNA,0.04064525169763507,0.06950026359126417,868,0.0670513576882876,,aging,soundlife,CD4T
EIF3I,0.778128345881542,0.009577103808077133,868,0.8277661516887946,,aging,soundlife,CD4T
LCK,4.935689747056778e-05,-0.13730452344276717,868,0.00016595021675757152,,aging,soundlife,CD4T
HDAC1,0.7541502913499241,-0.010644775315072016,868,0.8079854427676738,,aging,soundlife,CD4T
MARCKSL1,2.5395357619359826e-41,-0.4347115831291631,868,5.2687897837342415e-39,,aging,soundlife,CD4T
BSDC1,0.058659790944122284,-0.0642020121735725,868,0.09232176825520717,,aging,soundlife,CD4T
ZBTB8OS,2.777539188766941e-12,0.2342365169565541,868,3.100120480626899e-11,,aging,soundlife,CD4T
RBBP4,0.31771966810890684,-0.033952675942780446,868,0.39646108948173164,,aging,soundlife,CD4T
SYNC,0.0073534174885479696,-0.09092123845868816,868,0.014875539708694402,,aging,soundlife,CD4T
S100PBP,0.10925812680602616,-0.0543978302117552,868,0.15861428822591245,,aging,soundlife,CD4T
AK2,0.04829878061172499,-0.06704789301894587,868,0.07789199781323916,,aging,soundlife,CD4T
SMIM12,2.154705074675157e-09,0.2013730720849606,868,1.6152273747883697e-08,,aging,soundlife,CD4T
TMEM35B,0.13225426423036907,0.051132507223196955,868,0.18688332930308962,,aging,soundlife,CD4T
ZMYM6,0.00014239968861180219,-0.12876261859825971,868,0.000430740739051309,,aging,soundlife,CD4T
ZMYM1,0.31129438751933164,-0.034406225973636746,868,0.3897617388677258,,aging,soundlife,CD4T
SFPQ,3.115754662751379e-05,-0.14086135548994966,868,0.00010880462074776349,,aging,soundlife,CD4T
ZMYM4,6.0018582182027e-06,-0.15294905079827412,868,2.4014241560522884e-05,,aging,soundlife,CD4T
KIAA0319L,0.00036616216468359186,-0.12067935283384687,868,0.0010065892087599598,,aging,soundlife,CD4T
PSMB2,4.946729593557105e-12,0.23158163161977965,868,5.2790061350910465e-11,,aging,soundlife,CD4T
C1orf216,3.0828516424314926e-21,0.313416482895504,868,9.795691660230517e-20,,aging,soundlife,CD4T
AGO4,0.2186056006384025,0.041799199871505904,868,0.2879633813078042,,aging,soundlife,CD4T
AGO1,0.0015602901495625542,-0.10721191890530503,868,0.0037377865162451568,,aging,soundlife,CD4T
AGO3,0.030182048736561513,-0.07358257212333957,868,0.05148831240331436,,aging,soundlife,CD4T
TRAPPC3,0.08659669327650336,-0.05819895499439747,868,0.1297203385798375,,aging,soundlife,CD4T
MAP7D1,0.16852161695019413,-0.04677922036363037,868,0.2297548291392867,,aging,soundlife,CD4T
THRAP3,0.4649915607849232,0.02483191471243408,868,0.5435797451951513,,aging,soundlife,CD4T
EVA1B,3.6733451418260475e-12,0.23295473794117022,868,4.011110933504789e-11,,aging,soundlife,CD4T
STK40,0.014226569945908523,0.08318465269112624,868,0.026619157665368362,,aging,soundlife,CD4T
LSM10,1.5300472477800846e-08,0.1905625260432545,868,9.910884560000657e-08,,aging,soundlife,CD4T
MRPS15,0.0016860964348124452,0.10644885547185481,868,0.0040100216625647295,,aging,soundlife,CD4T
ZC3H12A,2.4611231091521717e-05,0.14265235175349023,868,8.754796980312364e-05,,aging,soundlife,CD4T
MEAF6,1.0177824077570483e-05,0.14917525439376195,868,3.9018679914772925e-05,,aging,soundlife,CD4T
SNIP1,0.7387170726162875,-0.011337492288111936,868,0.7947095059074717,,aging,soundlife,CD4T
GNL2,0.002648640161854183,-0.10190539089309394,868,0.0059672653151451325,,aging,soundlife,CD4T
C1orf122,1.3631270820854807e-08,0.19121697410090274,868,8.921496095571209e-08,,aging,soundlife,CD4T
MTF1,0.09410224119826356,-0.056860121674285426,868,0.1392484181691947,,aging,soundlife,CD4T
INPP5B,5.1520345599785275e-05,-0.1369683889847712,868,0.0001727302841544132,,aging,soundlife,CD4T
SF3A3,0.16970681646432434,-0.046649477166080755,868,0.2311473032128488,,aging,soundlife,CD4T
UTP11,0.10079567733007096,0.05573647062566867,868,0.1478811788449086,,aging,soundlife,CD4T
RRAGC,0.1967135161582232,0.04386054957933155,868,0.2631052603299405,,aging,soundlife,CD4T
MYCBP,0.03029138248022023,0.07353403324937666,868,0.05165506549400617,,aging,soundlife,CD4T
AKIRIN1,0.5017276197497333,-0.022831422317251188,868,0.5786766889657651,,aging,soundlife,CD4T
MACF1,0.3710757315010116,0.030396744124524606,868,0.45138268839595375,,aging,soundlife,CD4T
PABPC4,0.6046473189125472,-0.017596866689124028,868,0.6762569527625282,,aging,soundlife,CD4T
PPIE,0.6986923251648592,0.013156955994955118,868,0.7588261218957533,,aging,soundlife,CD4T
CAP1,0.08894109033773079,-0.057771070673959875,868,0.13278104788197945,,aging,soundlife,CD4T
PPT1,3.8900907543194007e-10,-0.21034524961236412,868,3.243581581674829e-09,,aging,soundlife,CD4T
RLF,2.221457365890093e-06,-0.15981674111744887,868,9.655058693153861e-06,,aging,soundlife,CD4T
ZMPSTE24,0.6105561442030776,0.01730973040556373,868,0.6816813930371176,,aging,soundlife,CD4T
SMAP2,3.7712145572315795e-10,-0.21050424106402008,868,3.1481831345220784e-09,,aging,soundlife,CD4T
NFYC,0.00011738487674122141,-0.13035888983336238,868,0.00036237764574729796,,aging,soundlife,CD4T
CITED4,0.002821362237222532,-0.10125570118834364,868,0.006310047311784319,,aging,soundlife,CD4T
CTPS1,4.213597166739816e-09,-0.19774277033415297,868,3.026752995334283e-08,,aging,soundlife,CD4T
SCMH1,0.6639313424888127,0.014768090193356816,868,0.7287026124033118,,aging,soundlife,CD4T
HIVEP3,0.12865456264570369,0.0516127791209962,868,0.18259518190067464,,aging,soundlife,CD4T
FOXJ3,0.0005008143619987589,-0.11788751328210027,868,0.001341718385696637,,aging,soundlife,CD4T
PPCS,0.0037807756069828547,0.0981969805038861,868,0.008193422774702629,,aging,soundlife,CD4T
PPIH,0.1867016551360732,0.044859362759447935,868,0.25138260647640015,,aging,soundlife,CD4T
YBX1,0.6779239314365416,-0.014115764103892764,868,0.7395724423682902,,aging,soundlife,CD4T
C1orf50,0.15640954309680818,0.048146116942629,868,0.2155329003721205,,aging,soundlife,CD4T
SVBP,0.0003274267287984412,0.12166201700934047,868,0.0009071752336780064,,aging,soundlife,CD4T
EBNA1BP2,0.07763144764736393,0.0599268617449976,868,0.11812170657991915,,aging,soundlife,CD4T
ELOVL1,2.102866314036837e-05,0.1438351698890099,868,7.601930844121595e-05,,aging,soundlife,CD4T
MED8,0.0035004661074752898,0.09900985966661355,868,0.007647038687559831,,aging,soundlife,CD4T
SZT2,2.2518158894026727e-05,-0.1433217638205415,868,8.075398720816702e-05,,aging,soundlife,CD4T
KDM4A,0.2683672715825047,-0.037609176192555195,868,0.34338159509214367,,aging,soundlife,CD4T
ATP6V0B,1.005757855485289e-14,0.258556219781749,868,1.5730855682024898e-13,,aging,soundlife,CD4T
DMAP1,0.15116834094969295,-0.0487625073631031,868,0.2093328380563671,,aging,soundlife,CD4T
ERI3,7.650281180533876e-07,-0.16687557392137392,868,3.658649725253285e-06,,aging,soundlife,CD4T
RNF220,0.44447540055049606,-0.02598723912165343,868,0.5233399224642296,,aging,soundlife,CD4T
ARMH1,0.32179259633664786,-0.0336682770900379,868,0.4009051526949336,,aging,soundlife,CD4T
RPS8,0.04834676922404825,-0.0670335812162142,868,0.0779515680243283,,aging,soundlife,CD4T
PLK3,0.027687008499353703,-0.07473349643402974,868,0.04773995550096334,,aging,soundlife,CD4T
PTCH2,0.8784520813398793,-0.005198298448806266,868,0.9075279703824705,,aging,soundlife,CD4T
EIF2B3,1.9046105521463306e-07,-0.17566186336143574,868,1.0139715347049218e-06,,aging,soundlife,CD4T
HECTD3,1.36460469023164e-06,0.1630807599272276,868,6.174420452144957e-06,,aging,soundlife,CD4T
UROD,0.5492203451906598,-0.0203561969534076,868,0.6230057016536691,,aging,soundlife,CD4T
TOE1,0.3046331306007068,-0.034882989050387114,868,0.3829766714057005,,aging,soundlife,CD4T
PRDX1,7.033320164232786e-27,0.3530534614893533,868,3.9065386172045724e-25,,aging,soundlife,CD4T
AKR1A1,0.20666126986848726,-0.04290429518102253,868,0.27483091454654424,,aging,soundlife,CD4T
NASP,0.8621403965893523,0.005902525491693941,868,0.894854343947282,,aging,soundlife,CD4T
GPBP1L1,0.051163983336200806,-0.06621353696611147,868,0.08189488052043578,,aging,soundlife,CD4T
IPP,0.06695917605620288,-0.062209778000890115,868,0.10360386661558568,,aging,soundlife,CD4T
LRRC41,0.02524195470177784,-0.07595151535778291,868,0.0440843645621047,,aging,soundlife,CD4T
UQCRH,0.7997509887958154,0.008622365101328277,868,0.8461742125342255,,aging,soundlife,CD4T
NSUN4,0.43785333703810025,-0.02636657538211867,868,0.517269710176982,,aging,soundlife,CD4T
MKNK1,0.14412506026450608,0.04961698077664507,868,0.2011193224739517,,aging,soundlife,CD4T
ATPAF1,0.7660725749919622,-0.01011266653135221,868,0.8182881441107474,,aging,soundlife,CD4T
EFCAB14,0.6039224437489991,-0.017632177709471005,868,0.6757723537762436,,aging,soundlife,CD4T
FAF1,0.016849393979695728,-0.08110433387377497,868,0.030911736055337757,,aging,soundlife,CD4T
CDKN2C,4.144072805953423e-06,-0.15554282161414104,868,1.7005404056541854e-05,,aging,soundlife,CD4T
RNF11,0.09900051039954116,-0.05603184675971056,868,0.14564120966806327,,aging,soundlife,CD4T
EPS15,0.1727472206397429,0.04631971779864691,868,0.23478976770573148,,aging,soundlife,CD4T
OSBPL9,0.10739079073929488,-0.054685967770346136,868,0.15623722055943012,,aging,soundlife,CD4T
NRDC,0.21424953855816348,-0.042197064313042904,868,0.28333637888812996,,aging,soundlife,CD4T
TXNDC12,9.44184448672535e-07,0.16550575619136845,868,4.413702518844309e-06,,aging,soundlife,CD4T
BTF3L4,0.4344399109591407,-0.0265633948207124,868,0.5140981600244553,,aging,soundlife,CD4T
CC2D1B,0.1675874488250666,-0.04688196587939024,868,0.22861378147592723,,aging,soundlife,CD4T
PRPF38A,7.853240352129929e-07,-0.16670571542053214,868,3.748089136936706e-06,,aging,soundlife,CD4T
TUT4,1.4385919089855395e-08,-0.1909119894009704,868,9.370108334241917e-08,,aging,soundlife,CD4T
GPX7,1.6869748968717085e-09,-0.20268100366926434,868,1.2864779375711387e-08,,aging,soundlife,CD4T
SHISAL2A,1.5452727675683785e-11,-0.22624387117541983,868,1.5395980370660087e-10,,aging,soundlife,CD4T
ZYG11B,0.36196680211515997,-0.03097974340062793,868,0.44259209951817274,,aging,soundlife,CD4T
ECHDC2,2.8004558727992177e-09,-0.19996226638076464,868,2.0598973646220735e-08,,aging,soundlife,CD4T
SCP2,0.0012174190186295941,0.10962207976417525,868,0.0029870169591002284,,aging,soundlife,CD4T
MAGOH,3.7069633293583685e-05,0.1395280797055582,868,0.00012712163016671818,,aging,soundlife,CD4T
YIPF1,0.11447602177162387,0.0536127754716685,868,0.1650682456208166,,aging,soundlife,CD4T
TMEM59,1.419143687974795e-05,0.14675208614550272,868,5.316324787559322e-05,,aging,soundlife,CD4T
MRPL37,0.40556228472983047,-0.028265792023054577,868,0.4857107566187138,,aging,soundlife,CD4T
SSBP3,0.6712047532299856,-0.01442834563364482,868,0.7344002372086735,,aging,soundlife,CD4T
TTC4,0.14739591727159276,-0.049216296230205236,868,0.20503466780394702,,aging,soundlife,CD4T
USP24,0.07977279166735847,-0.05950000625761901,868,0.12091702597270061,,aging,soundlife,CD4T
OMA1,0.0021033141509898207,-0.10424624331062235,868,0.0048690659185857375,,aging,soundlife,CD4T
MYSM1,0.007314032827373217,-0.09098193960917016,868,0.014817113028228222,,aging,soundlife,CD4T
JUN,0.029765562972758966,-0.07376886439509729,868,0.050839293271148125,,aging,soundlife,CD4T
TM2D1,0.836824905051347,0.007000621062005469,868,0.875810516354926,,aging,soundlife,CD4T
PATJ,0.05045854576047669,0.06641526173375445,868,0.08091650465782131,,aging,soundlife,CD4T
USP1,0.005395548749885772,0.09436658909511858,868,0.011253755435155008,,aging,soundlife,CD4T
